"m","mname","bdate","sexo","f"
"http://dbpedia.org/resource/Erich_Wolfgang_Korngold","Erich Wolfgang Korngold","1897-5-29","male","http://dbpedia.org/resource/Escape_Me_Never_(1947_film)"
"http://dbpedia.org/resource/Erich_Wolfgang_Korngold","Erich Wolfgang Korngold",1897-05-29,"male","http://dbpedia.org/resource/Of_Human_Bondage_(1946_film)"
"http://dbpedia.org/resource/Erich_Wolfgang_Korngold","Erich Wolfgang Korngold","1897-5-29","male","http://dbpedia.org/resource/Of_Human_Bondage_(1946_film)"
"http://dbpedia.org/resource/Franz_Waxman","Franz Waxman",1906-12-24,"male","http://dbpedia.org/resource/The_Bad_Man_(1941_film)"
"http://dbpedia.org/resource/Hans_Zimmer","Hans Zimmer",1957-09-12,"male","http://dbpedia.org/resource/Insignificance_(film)"
"http://dbpedia.org/resource/Hans_Zimmer","Hans Zimmer","1957-9-12","male","http://dbpedia.org/resource/Insignificance_(film)"
"http://dbpedia.org/resource/James_Newton_Howard","James Newton Howard",1951-06-09,"male","http://dbpedia.org/resource/The_Happening_(2008_film)"
"http://dbpedia.org/resource/James_Newton_Howard","James Newton Howard","1951-6-9","male","http://dbpedia.org/resource/The_Happening_(2008_film)"
"http://dbpedia.org/resource/Joel_Goldsmith","Joel Goldsmith",1957-11-19,"male","http://dbpedia.org/resource/Island_of_Blood_(1982_film)"
"http://dbpedia.org/resource/Joel_Goldsmith","Joel King Goldsmith",1957-11-19,"male","http://dbpedia.org/resource/Island_of_Blood_(1982_film)"
"http://dbpedia.org/resource/John_Foxx","John Foxx",1948-09-26,"male","http://dbpedia.org/resource/Identification_of_a_Woman"
"http://dbpedia.org/resource/John_Foxx","John Foxx","1947-9-29","male","http://dbpedia.org/resource/Identification_of_a_Woman"
"http://dbpedia.org/resource/John_Lurie","John Lurie",1952-12-14,"male","http://dbpedia.org/resource/Mystery_Train_(film)"
"http://dbpedia.org/resource/Jules_Massenet","Jules Massenet","1842-5-12","male","http://dbpedia.org/resource/Manon_Lescaut_(1926_film)"
"http://dbpedia.org/resource/K._J._Yesudas","K. J. Yesudas",1940-01-10,"male","http://dbpedia.org/resource/Mouna_Raagam_(1983_film)"
"http://dbpedia.org/resource/K._J._Yesudas","K. J. Yesudas","1940-1-10","male","http://dbpedia.org/resource/Mouna_Raagam_(1983_film)"
"http://dbpedia.org/resource/Kenji_Kawai","Kenji Kawai",1957-04-23,"male","http://dbpedia.org/resource/Kaidan_(2007_film)"
"http://dbpedia.org/resource/Kenji_Kawai","Kenji Kawai","1957-4-23","male","http://dbpedia.org/resource/Kaidan_(2007_film)"
"http://dbpedia.org/resource/Lou_Barlow","Lou Barlow",1966-07-17,"male","http://dbpedia.org/resource/Kids_(film)"
"http://dbpedia.org/resource/Lou_Barlow","Lou Barlow","1966-7-17","male","http://dbpedia.org/resource/Kids_(film)"
"http://dbpedia.org/resource/Malcolm_Arnold","Malcolm Arnold",1921-10-21,"male","http://dbpedia.org/resource/Nine_Hours_to_Rama"
"http://dbpedia.org/resource/Marc_Shaiman","Marc Shaiman",1959-10-22,"male","http://dbpedia.org/resource/Sister_Act"
"http://dbpedia.org/resource/Marvin_Hamlisch","Marvin Hamlisch",1944-06-02,"male","http://dbpedia.org/resource/Three_Men_and_a_Baby"
"http://dbpedia.org/resource/Marvin_Hamlisch","Marvin Hamlisch","1944-6-2","male","http://dbpedia.org/resource/Three_Men_and_a_Baby"
"http://dbpedia.org/resource/Nelson_Riddle","Nelson Riddle",1921-06-01,"male","http://dbpedia.org/resource/Goin'_Coconuts"
"http://dbpedia.org/resource/Nelson_Riddle","Nelson Riddle","1921-6-1","male","http://dbpedia.org/resource/Goin'_Coconuts"
"http://dbpedia.org/resource/Nino_Rota","Nino Rota",1911-12-03,"male","http://dbpedia.org/resource/Donne_e_briganti"
"http://dbpedia.org/resource/Nino_Rota","Nino Rota","1911-12-3","male","http://dbpedia.org/resource/Donne_e_briganti"
"http://dbpedia.org/resource/Nino_Rota","Nino Rota Rinaldi",1911-12-03,"male","http://dbpedia.org/resource/Donne_e_briganti"
"http://dbpedia.org/resource/Nino_Rota","Nino Rota Rinaldi","1911-12-3","male","http://dbpedia.org/resource/Donne_e_briganti"
"http://dbpedia.org/resource/Ron_Goodwin","Ron Goodwin",1925-02-17,"male","http://dbpedia.org/resource/The_Clue_of_the_New_Pin_(1961_film)"
"http://dbpedia.org/resource/Ron_Goodwin","Ron Goodwin","1925-2-17","male","http://dbpedia.org/resource/The_Clue_of_the_New_Pin_(1961_film)"
"http://dbpedia.org/resource/Ron_Goodwin","Ron Goodwin",1925-02-17,"male","http://dbpedia.org/resource/Mister_Ten_Per_Cent"
"http://dbpedia.org/resource/Ron_Goodwin","Ron Goodwin","1925-2-17","male","http://dbpedia.org/resource/Mister_Ten_Per_Cent"
"http://dbpedia.org/resource/Ron_Goodwin","Ron Goodwin",1925-02-17,"male","http://dbpedia.org/resource/The_Cracksman"
"http://dbpedia.org/resource/Ron_Goodwin","Ron Goodwin","1925-2-17","male","http://dbpedia.org/resource/The_Cracksman"
"http://dbpedia.org/resource/Stewart_Copeland","Stewart Copeland",1952-07-16,"male","http://dbpedia.org/resource/Wide_Sargasso_Sea_(1993_film)"
"http://dbpedia.org/resource/Stewart_Copeland","Stewart Copeland","1952-7-16","male","http://dbpedia.org/resource/Wide_Sargasso_Sea_(1993_film)"
"http://dbpedia.org/resource/Trevor_Rabin","Trevor Rabin",1954-01-13,"male","http://dbpedia.org/resource/I_Am_Number_Four_(film)"
"http://dbpedia.org/resource/Trevor_Rabin","Trevor Rabin","1954-1-13","male","http://dbpedia.org/resource/I_Am_Number_Four_(film)"
"http://dbpedia.org/resource/Yanni","Yanni",1954-11-14,"male","http://dbpedia.org/resource/Steal_the_Sky"
"http://dbpedia.org/resource/Zbigniew_Preisner","Zbigniew Preisner",1955-05-20,"male","http://dbpedia.org/resource/Foolish_Heart_(1998_film)"
"http://dbpedia.org/resource/Zbigniew_Preisner","Zbigniew Preisner","1955-5-20","male","http://dbpedia.org/resource/Foolish_Heart_(1998_film)"
"http://dbpedia.org/resource/Benjamin_Frankel","Benjamin Frankel","1906-1-31","male","http://dbpedia.org/resource/Night_Beat_(1947_film)"
"http://dbpedia.org/resource/Krzysztof_Komeda","Krzysztof Komeda",1931-04-27,"male","http://dbpedia.org/resource/Innocent_Sorcerers"
"http://dbpedia.org/resource/Krzysztof_Komeda","Krzysztof Komeda","1931-4-27","male","http://dbpedia.org/resource/Innocent_Sorcerers"
"http://dbpedia.org/resource/Mark_Mancina","Mark Mancina",1957-03-09,"male","http://dbpedia.org/resource/Moll_Flanders_(1996_film)"
"http://dbpedia.org/resource/Mark_Mancina","Mark Mancina","1957-3-9","male","http://dbpedia.org/resource/Moll_Flanders_(1996_film)"
"http://dbpedia.org/resource/Martin_Böttcher","Martin Böttcher","1927-6-17","male","http://dbpedia.org/resource/The_Forger_of_London"
"http://dbpedia.org/resource/Piero_Umiliani","Piero Umiliani","1926-7-17","male","http://dbpedia.org/resource/Sex_Pot_(1975_film)"
"http://dbpedia.org/resource/Barrington_Pheloung","Barrington Pheloung",1954-05-10,"male","http://dbpedia.org/resource/Shopping_(1994_film)"
"http://dbpedia.org/resource/Barrington_Pheloung","Barrington Pheloung","1954-5-10","male","http://dbpedia.org/resource/Shopping_(1994_film)"
"http://dbpedia.org/resource/Bruce_Rowland","Bruce Rowland","1942-5-9","male","http://dbpedia.org/resource/The_Cup_(2011_film)"
"http://dbpedia.org/resource/Carter_Burwell","Carter Burwell",1955-11-18,"male","http://dbpedia.org/resource/The_Corruptor"
"http://dbpedia.org/resource/Chaz_Jankel","Chaz Jankel",1954-11-10,"male","http://dbpedia.org/resource/Tales_from_the_Darkside:_The_Movie"
"http://dbpedia.org/resource/Chaz_Jankel","Chaz Jankel","1952-4-16","male","http://dbpedia.org/resource/Tales_from_the_Darkside:_The_Movie"
"http://dbpedia.org/resource/Christophe_Beck","Christophe Beck",1972-11-30,"male","http://dbpedia.org/resource/Charlie_Countryman"
"http://dbpedia.org/resource/Christophe_Beck","Christophe Beck",1972-11-30,"male","http://dbpedia.org/resource/Tower_Heist"
"http://dbpedia.org/resource/Christophe_Beck","Christophe Beck",1972-11-30,"male","http://dbpedia.org/resource/Post_Grad"
"http://dbpedia.org/resource/David_Torn","David Torn",1953-05-26,"male","http://dbpedia.org/resource/That_Awkward_Moment"
"http://dbpedia.org/resource/David_Torn","David Torn","1953-5-26","male","http://dbpedia.org/resource/That_Awkward_Moment"
"http://dbpedia.org/resource/Ed_Harcourt","Ed Harcourt",1977-08-14,"male","http://dbpedia.org/resource/New_York_City_Serenade_(film)"
"http://dbpedia.org/resource/Ed_Harcourt","Ed Harcourt","1977-8-14","male","http://dbpedia.org/resource/New_York_City_Serenade_(film)"
"http://dbpedia.org/resource/Francis_Lai","Francis Lai",1932-04-26,"male","http://dbpedia.org/resource/Hello-Goodbye_(1970_film)"
"http://dbpedia.org/resource/Francis_Lai","Francis Lai","1932-4-26","male","http://dbpedia.org/resource/Hello-Goodbye_(1970_film)"
"http://dbpedia.org/resource/George_S._Clinton","George S. Clinton",1947-06-17,"male","http://dbpedia.org/resource/Still_Smokin_(film)"
"http://dbpedia.org/resource/George_S._Clinton","George S. Clinton","1947-6-17","male","http://dbpedia.org/resource/Still_Smokin_(film)"
"http://dbpedia.org/resource/George_S._Clinton","George S. Clinton",1947-06-17,"male","http://dbpedia.org/resource/The_Apple_(1980_film)"
"http://dbpedia.org/resource/George_S._Clinton","George S. Clinton","1947-6-17","male","http://dbpedia.org/resource/The_Apple_(1980_film)"
"http://dbpedia.org/resource/Georges_Delerue","Georges Delerue",1925-03-12,"male","http://dbpedia.org/resource/The_Escape_Artist"
"http://dbpedia.org/resource/Georges_Delerue","Georges Delerue","1925-3-12","male","http://dbpedia.org/resource/The_Escape_Artist"
"http://dbpedia.org/resource/Georges_Delerue","Georges Delerue",1925-03-12,"male","http://dbpedia.org/resource/That_Man_from_Rio"
"http://dbpedia.org/resource/Georges_Delerue","Georges Delerue","1925-3-12","male","http://dbpedia.org/resource/That_Man_from_Rio"
"http://dbpedia.org/resource/Georges_Delerue","Georges Delerue",1925-03-12,"male","http://dbpedia.org/resource/Two_English_Girls"
"http://dbpedia.org/resource/Georges_Delerue","Georges Delerue","1925-3-12","male","http://dbpedia.org/resource/Two_English_Girls"
"http://dbpedia.org/resource/Georges_Delerue","Georges Delerue",1925-03-12,"male","http://dbpedia.org/resource/Classe_Tous_Risques"
"http://dbpedia.org/resource/Georges_Delerue","Georges Delerue","1925-3-12","male","http://dbpedia.org/resource/Classe_Tous_Risques"
"http://dbpedia.org/resource/Hilmar_Örn_Hilmarsson","Hilmar Örn Hilmarsson","1958-4-23","male","http://dbpedia.org/resource/Bye_Bye_Bluebird"
"http://dbpedia.org/resource/Irmin_Schmidt","Irmin Schmidt",1937-05-29,"male","http://dbpedia.org/resource/Palermo_Shooting"
"http://dbpedia.org/resource/Irmin_Schmidt","Irmin Schmidt","1937-5-29","male","http://dbpedia.org/resource/Palermo_Shooting"
"http://dbpedia.org/resource/John_Mills-Cockell","John Mills-Cockell",1943-05-19,"male","http://dbpedia.org/resource/Striker's_Mountain"
"http://dbpedia.org/resource/John_Mills-Cockell","John Mills-Cockell","1943-5-19","male","http://dbpedia.org/resource/Striker's_Mountain"
"http://dbpedia.org/resource/John_P._Hammond","John P. Hammond",1942-11-13,"male","http://dbpedia.org/resource/Little_Big_Man_(film)"
"http://dbpedia.org/resource/Lalo_Schifrin","Lalo Schifrin",1932-06-21,"male","http://dbpedia.org/resource/Telefon_(film)"
"http://dbpedia.org/resource/Lalo_Schifrin","Lalo Schifrin","1932-6-21","male","http://dbpedia.org/resource/Telefon_(film)"
"http://dbpedia.org/resource/M._S._Viswanathan","M. S. Viswanathan",1928-06-24,"male","http://dbpedia.org/resource/Neela_Malargal"
"http://dbpedia.org/resource/M._S._Viswanathan","M. S. Viswanathan","1928-6-24","male","http://dbpedia.org/resource/Neela_Malargal"
"http://dbpedia.org/resource/M._S._Viswanathan","M.S.Viswanathan",1928-06-24,"male","http://dbpedia.org/resource/Neela_Malargal"
"http://dbpedia.org/resource/M._S._Viswanathan","M.S.Viswanathan","1928-6-24","male","http://dbpedia.org/resource/Neela_Malargal"
"http://dbpedia.org/resource/M._S._Viswanathan","M. S. Viswanathan",1928-06-24,"male","http://dbpedia.org/resource/Netru_Indru_Naalai_(1974_film)"
"http://dbpedia.org/resource/M._S._Viswanathan","M. S. Viswanathan","1928-6-24","male","http://dbpedia.org/resource/Netru_Indru_Naalai_(1974_film)"
"http://dbpedia.org/resource/M._S._Viswanathan","M.S.Viswanathan",1928-06-24,"male","http://dbpedia.org/resource/Netru_Indru_Naalai_(1974_film)"
"http://dbpedia.org/resource/M._S._Viswanathan","M.S.Viswanathan","1928-6-24","male","http://dbpedia.org/resource/Netru_Indru_Naalai_(1974_film)"
"http://dbpedia.org/resource/Michel_Colombier","Michel Colombier",1939-05-23,"male","http://dbpedia.org/resource/The_Scarlet_Lady_(1969_film)"
"http://dbpedia.org/resource/Michel_Colombier","Michel Colombier","1939-5-23","male","http://dbpedia.org/resource/The_Scarlet_Lady_(1969_film)"
"http://dbpedia.org/resource/Michel_Colombier","Michel Colombier",1939-05-23,"male","http://dbpedia.org/resource/Who's_Harry_Crumb%3F"
"http://dbpedia.org/resource/Michel_Colombier","Michel Colombier","1939-5-23","male","http://dbpedia.org/resource/Who's_Harry_Crumb%3F"
"http://dbpedia.org/resource/Randy_Edelman","Randy Edelman",1947-06-10,"male","http://dbpedia.org/resource/Head_over_Heels_(2001_film)"
"http://dbpedia.org/resource/Randy_Edelman","Randy Edelman","1947-6-10","male","http://dbpedia.org/resource/Head_over_Heels_(2001_film)"
"http://dbpedia.org/resource/Randy_Edelman","Randy Edelman",1947-06-10,"male","http://dbpedia.org/resource/Eyes_of_an_Angel"
"http://dbpedia.org/resource/Randy_Edelman","Randy Edelman","1947-6-10","male","http://dbpedia.org/resource/Eyes_of_an_Angel"
"http://dbpedia.org/resource/Ron_Geesin","Ron Geesin",1943-12-17,"male","http://dbpedia.org/resource/The_Girl_in_the_Picture_(1985_film)"
"http://dbpedia.org/resource/Sezen_Aksu","Sezen Aksu",1954-07-13,"female","http://dbpedia.org/resource/Propaganda_(1999_film)"
"http://dbpedia.org/resource/Sezen_Aksu","Sezen Aksu","1954-7-13","female","http://dbpedia.org/resource/Propaganda_(1999_film)"
"http://dbpedia.org/resource/Stephen_Trask","Stephen Trask",1967-08-29,"male","http://dbpedia.org/resource/The_Back-up_Plan"
"http://dbpedia.org/resource/Stephen_Trask","Stephen Trask","1966-8-29","male","http://dbpedia.org/resource/The_Back-up_Plan"
"http://dbpedia.org/resource/Stephen_Trask","Stephen Trask",1967-08-29,"male","http://dbpedia.org/resource/Prey_for_Rock_&_Roll"
"http://dbpedia.org/resource/Stephen_Trask","Stephen Trask","1966-8-29","male","http://dbpedia.org/resource/Prey_for_Rock_&_Roll"
"http://dbpedia.org/resource/Tristram_Cary","Tristram Cary",1925-05-14,"male","http://dbpedia.org/resource/Sammy_Going_South"
"http://dbpedia.org/resource/Tristram_Cary","Tristram Cary","1925-5-14","male","http://dbpedia.org/resource/Sammy_Going_South"
"http://dbpedia.org/resource/Les_Brown_(bandleader)","Les Brown","1912-3-14","male","http://dbpedia.org/resource/The_Nutty_Professor"
"http://dbpedia.org/resource/Anton_LaVey","Anton LaVey",1930-04-11,"male","http://dbpedia.org/resource/Satanis"
"http://dbpedia.org/resource/Anton_LaVey","Anton LaVey","1930-4-11","male","http://dbpedia.org/resource/Satanis"
"http://dbpedia.org/resource/Anton_LaVey","Anton Szandor LaVey",1930-04-11,"male","http://dbpedia.org/resource/Satanis"
"http://dbpedia.org/resource/Anton_LaVey","Anton Szandor LaVey","1930-4-11","male","http://dbpedia.org/resource/Satanis"
"http://dbpedia.org/resource/Anton_Sanko","Anton Sanko","1960-7-4","male","http://dbpedia.org/resource/Strangeland_(film)"
"http://dbpedia.org/resource/Mark_van_Platen","Mark van Platen",1955-01-28,"male","http://dbpedia.org/resource/Mariken_(2000_film)"
"http://dbpedia.org/resource/Mark_van_Platen","Mark van Platen","1955-1-28","male","http://dbpedia.org/resource/Mariken_(2000_film)"
"http://dbpedia.org/resource/Anders_Eljas","Anders Eljas","1953-1-15","male","http://dbpedia.org/resource/Mio_in_the_Land_of_Faraway"
"http://dbpedia.org/resource/Aaron_Zigman","Aaron Zigman",1963-01-06,"male","http://dbpedia.org/resource/What's_Your_Number%3F"
"http://dbpedia.org/resource/Aaron_Zigman","Aaron Zigman","1963-1-6","male","http://dbpedia.org/resource/What's_Your_Number%3F"
"http://dbpedia.org/resource/Juan_Quintero_Muñoz","Juan Quintero Muñoz","1903-1-1","male","http://dbpedia.org/resource/Boyfriend_in_Sight"
"http://dbpedia.org/resource/Juan_Quintero_Muñoz","Juan Quintero Muñoz","1903-1-1","male","http://dbpedia.org/resource/Ella,_él_y_sus_millones"
"http://dbpedia.org/resource/Juan_Quintero_Muñoz","Juan Quintero Muñoz","1903-1-1","male","http://dbpedia.org/resource/Life_Begins_at_Midnight"
"http://dbpedia.org/resource/Melly_Goeslaw","Melly Goeslaw",1974-01-07,"female","http://dbpedia.org/resource/Bukan_Bintang_Biasa"
"http://dbpedia.org/resource/Melly_Goeslaw","Melly Goeslaw","1974-1-7","female","http://dbpedia.org/resource/Bukan_Bintang_Biasa"
"http://dbpedia.org/resource/Melly_Goeslaw","Melly Goeslaw",1974-01-07,"female","http://dbpedia.org/resource/Eiffel_I'm_in_Love"
"http://dbpedia.org/resource/Melly_Goeslaw","Melly Goeslaw","1974-1-7","female","http://dbpedia.org/resource/Eiffel_I'm_in_Love"
"http://dbpedia.org/resource/Marco_Beltrami","Marco Beltrami",1966-10-07,"male","http://dbpedia.org/resource/The_Night_Before_(2015_film)"
"http://dbpedia.org/resource/Marco_Beltrami","Marco Beltrami","1966-10-7","male","http://dbpedia.org/resource/The_Night_Before_(2015_film)"
"http://dbpedia.org/resource/Marco_Beltrami","Marco Beltrami",1966-10-07,"male","http://dbpedia.org/resource/The_Homesman"
"http://dbpedia.org/resource/Marco_Beltrami","Marco Beltrami","1966-10-7","male","http://dbpedia.org/resource/The_Homesman"
"http://dbpedia.org/resource/Mike_Piccirillo","Mike Piccirillo","1951-0-0","male","http://dbpedia.org/resource/Little_Monsters"
"http://dbpedia.org/resource/David_Buttolph","David Buttolph",1902-08-03,"male","http://dbpedia.org/resource/Riding_Shotgun_(film)"
"http://dbpedia.org/resource/David_Buttolph","David Buttolph","1902-8-3","male","http://dbpedia.org/resource/Riding_Shotgun_(film)"
"http://dbpedia.org/resource/David_Buttolph","David Buttolph",1902-08-03,"male","http://dbpedia.org/resource/Roseanna_McCoy"
"http://dbpedia.org/resource/David_Buttolph","David Buttolph","1902-8-3","male","http://dbpedia.org/resource/Roseanna_McCoy"
"http://dbpedia.org/resource/Friedrich_Hollaender","Friedrich Hollaender",1896-10-18,"male","http://dbpedia.org/resource/Princess_O'Rourke"
"http://dbpedia.org/resource/Mark_Snow","Mark Snow",1946-08-26,"male","http://dbpedia.org/resource/Dirty_Pictures"
"http://dbpedia.org/resource/Mark_Snow","Mark Snow","1946-8-26","male","http://dbpedia.org/resource/Dirty_Pictures"
"http://dbpedia.org/resource/Mark_Snow","Mark Snow",1946-08-26,"male","http://dbpedia.org/resource/The_Day_Lincoln_Was_Shot"
"http://dbpedia.org/resource/Mark_Snow","Mark Snow","1946-8-26","male","http://dbpedia.org/resource/The_Day_Lincoln_Was_Shot"
"http://dbpedia.org/resource/Arthur_Lange","Arthur Lange","1889-4-16","male","http://dbpedia.org/resource/Grand_Canary_(film)"
"http://dbpedia.org/resource/Clifton_Parker","Clifton Parker","1905-2-5","male","http://dbpedia.org/resource/The_Wooden_Horse"
"http://dbpedia.org/resource/Gert_Wilden","Gert Wilden","1917-4-15","male","http://dbpedia.org/resource/Robert_and_Bertram_(1961_film)"
"http://dbpedia.org/resource/Johnny_Green","Johnny Green",1908-10-10,"male","http://dbpedia.org/resource/Alvarez_Kelly"
"http://dbpedia.org/resource/Krzesimir_Dębski","Krzesimir Dębski",1953-10-26,"male","http://dbpedia.org/resource/In_Desert_and_Wilderness_(2001_film)"
"http://dbpedia.org/resource/Leith_Stevens","Leith Stevens","1909-9-13","male","http://dbpedia.org/resource/The_Atomic_City"
"http://dbpedia.org/resource/Luis_Bacalov","Luis Bacalov",1933-08-30,"male","http://dbpedia.org/resource/Frontera_Sur_(1993_film)"
"http://dbpedia.org/resource/Luis_Bacalov","Luis Bacalov","1933-8-30","male","http://dbpedia.org/resource/Frontera_Sur_(1993_film)"
"http://dbpedia.org/resource/Luis_Bacalov","Luis Enríquez Bacalov",1933-08-30,"male","http://dbpedia.org/resource/Frontera_Sur_(1993_film)"
"http://dbpedia.org/resource/Luis_Bacalov","Luis Enríquez Bacalov","1933-8-30","male","http://dbpedia.org/resource/Frontera_Sur_(1993_film)"
"http://dbpedia.org/resource/Luis_Bacalov","Luis Bacalov",1933-08-30,"male","http://dbpedia.org/resource/Frontera_Sur_(1998_film)"
"http://dbpedia.org/resource/Luis_Bacalov","Luis Bacalov","1933-8-30","male","http://dbpedia.org/resource/Frontera_Sur_(1998_film)"
"http://dbpedia.org/resource/Luis_Bacalov","Luis Enríquez Bacalov",1933-08-30,"male","http://dbpedia.org/resource/Frontera_Sur_(1998_film)"
"http://dbpedia.org/resource/Luis_Bacalov","Luis Enríquez Bacalov","1933-8-30","male","http://dbpedia.org/resource/Frontera_Sur_(1998_film)"
"http://dbpedia.org/resource/Ray_Heindorf","Ray Heindorf","1908-8-25","male","http://dbpedia.org/resource/This_Is_the_Army"
"http://dbpedia.org/resource/Armando_Trovajoli","Armando Trovaioli","1917-9-2","male","http://dbpedia.org/resource/Scent_of_a_Woman_(1974_film)"
"http://dbpedia.org/resource/Armando_Trovajoli","Armando Trovaioli","1917-9-2","male","http://dbpedia.org/resource/Il_vedovo"
"http://dbpedia.org/resource/Armando_Trovajoli","Armando Trovaioli","1917-9-2","male","http://dbpedia.org/resource/Police_Chief_Pepe"
"http://dbpedia.org/resource/Cy_Feuer","Cy Feuer",1911-01-15,"male","http://dbpedia.org/resource/Under_Texas_Skies_(1940_film)"
"http://dbpedia.org/resource/Cy_Feuer","Cy Feuer","1911-1-15","male","http://dbpedia.org/resource/Under_Texas_Skies_(1940_film)"
"http://dbpedia.org/resource/Daniele_Amfitheatrof","Daniele Amfitheatrof",1901-10-29,"male","http://dbpedia.org/resource/The_Captain_from_Köpenick_(1945_film)"
"http://dbpedia.org/resource/Daniele_Amfitheatrof","Daniele Amfitheatrof",1901-10-29,"male","http://dbpedia.org/resource/Eyes_in_the_Night"
"http://dbpedia.org/resource/Ernest_Irving","Ernest Irving","1878-11-6","male","http://dbpedia.org/resource/Love,_Life_and_Laughter_(1934_film)"
"http://dbpedia.org/resource/Ernest_Irving","Ernest Irving","1878-11-6","male","http://dbpedia.org/resource/The_Ware_Case_(1938_film)"
"http://dbpedia.org/resource/Ernest_Irving","Ernest Irving","1878-11-6","male","http://dbpedia.org/resource/Whisky_Galore!_(1949_film)"
"http://dbpedia.org/resource/Hans_J._Salter","Hans J. Salter","1896-1-14","male","http://dbpedia.org/resource/Lover_Come_Back_(1946_film)"
"http://dbpedia.org/resource/Hans_J._Salter","Hans J. Salter","1896-1-14","male","http://dbpedia.org/resource/The_Great_Impersonation_(1942_film)"
"http://dbpedia.org/resource/Stanley_Black","Stanley Black",1913-06-14,"male","http://dbpedia.org/resource/House_of_Mystery_(1961_film)"
"http://dbpedia.org/resource/Stanley_Black","Stanley Black","1913-6-14","male","http://dbpedia.org/resource/House_of_Mystery_(1961_film)"
"http://dbpedia.org/resource/Ira_Newborn","Ira Newborn",1949-12-26,"male","http://dbpedia.org/resource/Caddyshack_II"
"http://dbpedia.org/resource/André_Abujamra","André Abujamra","1965-5-15","male","http://dbpedia.org/resource/Maids_(film)"
"http://dbpedia.org/resource/Manuel_Esperón","Manuel Esperón","1911-8-3","male","http://dbpedia.org/resource/El_analfabeto"
"http://dbpedia.org/resource/Manuel_Esperón","Manuel Esperón","1911-8-3","male","http://dbpedia.org/resource/The_Great_Madcap"
"http://dbpedia.org/resource/Mario_Nascimbene","Mario Nascimbene",1913-11-28,"male","http://dbpedia.org/resource/It_Happened_in_the_Park"
"http://dbpedia.org/resource/Philippe_Sarde","Philippe Sarde",1948-06-21,"male","http://dbpedia.org/resource/The_Last_Woman"
"http://dbpedia.org/resource/Philippe_Sarde","Philippe Sarde","1948-6-21","male","http://dbpedia.org/resource/The_Last_Woman"
"http://dbpedia.org/resource/Fethi_Zghonda","Fethi Zghonda","1949-0-0","male","http://dbpedia.org/resource/El_Haimoune"
"http://dbpedia.org/resource/Fethi_Zghonda","Fathi Zghonda","1949-0-0","male","http://dbpedia.org/resource/El_Haimoune"
"http://dbpedia.org/resource/Monsueto","Monsueto",1924-11-04,"male","http://dbpedia.org/resource/La_Leona_(film)"
"http://dbpedia.org/resource/Monsueto","Monsueto","1924-11-4","male","http://dbpedia.org/resource/La_Leona_(film)"
"http://dbpedia.org/resource/Monsueto","Monsueto Menezes",1924-11-04,"male","http://dbpedia.org/resource/La_Leona_(film)"
"http://dbpedia.org/resource/Monsueto","Monsueto Menezes","1924-11-4","male","http://dbpedia.org/resource/La_Leona_(film)"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan",1955-05-24,"male","http://dbpedia.org/resource/Hamari_Bahu_Alka"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan","1955-5-24","male","http://dbpedia.org/resource/Hamari_Bahu_Alka"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan Lal Nagrath",1955-05-24,"male","http://dbpedia.org/resource/Hamari_Bahu_Alka"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan Lal Nagrath","1955-5-24","male","http://dbpedia.org/resource/Hamari_Bahu_Alka"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan",1955-05-24,"male","http://dbpedia.org/resource/Kabzaa"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan","1955-5-24","male","http://dbpedia.org/resource/Kabzaa"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan Lal Nagrath",1955-05-24,"male","http://dbpedia.org/resource/Kabzaa"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan Lal Nagrath","1955-5-24","male","http://dbpedia.org/resource/Kabzaa"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan",1955-05-24,"male","http://dbpedia.org/resource/Khudgarz"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan","1955-5-24","male","http://dbpedia.org/resource/Khudgarz"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan Lal Nagrath",1955-05-24,"male","http://dbpedia.org/resource/Khudgarz"
"http://dbpedia.org/resource/Rajesh_Roshan","Rajesh Roshan Lal Nagrath","1955-5-24","male","http://dbpedia.org/resource/Khudgarz"
"http://dbpedia.org/resource/Terence_Blanchard","Terence Blanchard",1962-03-13,"male","http://dbpedia.org/resource/Miracle_at_St._Anna"
"http://dbpedia.org/resource/Terence_Blanchard","Terence Blanchard","1962-3-13","male","http://dbpedia.org/resource/Miracle_at_St._Anna"
"http://dbpedia.org/resource/Amit_Trivedi","Amit Trivedi",1979-04-08,"male","http://dbpedia.org/resource/Bombay_Talkies_(film)"
"http://dbpedia.org/resource/Amit_Trivedi","Amit Trivedi","1979-4-8","male","http://dbpedia.org/resource/Bombay_Talkies_(film)"
