"a","aname","bdate","sexo","f"
"http://dbpedia.org/resource/Steve_Guttenberg","Steve Guttenberg",1958-08-24,"male","http://dbpedia.org/resource/The_Day_After"
"http://dbpedia.org/resource/Steve_Guttenberg","Steve Guttenberg","1958-8-24","male","http://dbpedia.org/resource/The_Day_After"
"http://dbpedia.org/resource/Alex_Fong_(singer)","Alex Fong","1980-2-26","male","http://dbpedia.org/resource/Anniversary_(film)"
"http://dbpedia.org/resource/Alex_Fong_(singer)","Fong1 Lik6-sun1","1980-2-26","male","http://dbpedia.org/resource/Anniversary_(film)"
"http://dbpedia.org/resource/Alex_Fong_(singer)","Fāng Lìshēn","1980-2-26","male","http://dbpedia.org/resource/Anniversary_(film)"
"http://dbpedia.org/resource/Alex_Fong_(singer)","方力申","1980-2-26","male","http://dbpedia.org/resource/Anniversary_(film)"
"http://dbpedia.org/resource/Cleo_Moore","Cleo Moore",1924-10-31,"female","http://dbpedia.org/resource/Bait_(1954_film)"
"http://dbpedia.org/resource/Ernest_Borgnine","Ernest Borgnine",1917-01-24,"male","http://dbpedia.org/resource/From_Here_to_Eternity"
"http://dbpedia.org/resource/Ernest_Borgnine","Ernest Borgnine","1917-1-24","male","http://dbpedia.org/resource/From_Here_to_Eternity"
"http://dbpedia.org/resource/Ernie_Dingo","Ernie Dingo",1956-07-31,"male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Ernie_Dingo","Ernie Dingo","1956-7-31","male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Gabriel_Byrne","Gabriel Byrne",1950-05-12,"male","http://dbpedia.org/resource/Miller's_Crossing"
"http://dbpedia.org/resource/Gabriel_Byrne","Gabriel Byrne","1950-5-12","male","http://dbpedia.org/resource/Miller's_Crossing"
"http://dbpedia.org/resource/Gaby_Hoffmann","Gaby Hoffmann",1982-01-08,"female","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/Gaby_Hoffmann","Gaby Hoffmann","1982-1-8","female","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/Gedde_Watanabe","Gedde Watanabe",1955-06-26,"male","http://dbpedia.org/resource/Mulan_(1998_film)"
"http://dbpedia.org/resource/Gedde_Watanabe","Gedde Watanabe","1955-6-26","male","http://dbpedia.org/resource/Mulan_(1998_film)"
"http://dbpedia.org/resource/Harpo_Marx","Harpo Marx",1888-11-23,"male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Judd_Nelson","Judd Nelson",1959-11-28,"male","http://dbpedia.org/resource/The_Breakfast_Club"
"http://dbpedia.org/resource/Julian_Glover","Julian Glover",1935-03-27,"male","http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade"
"http://dbpedia.org/resource/Julian_Glover","Julian Glover","1935-3-27","male","http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade"
"http://dbpedia.org/resource/Julian_Sands","Julian Sands",1958-01-04,"male","http://dbpedia.org/resource/Leaving_Las_Vegas"
"http://dbpedia.org/resource/Julian_Sands","Julian Sands","1958-1-4","male","http://dbpedia.org/resource/Leaving_Las_Vegas"
"http://dbpedia.org/resource/Nick_Searcy","Nick Searcy",1959-03-07,"male","http://dbpedia.org/resource/Cast_Away"
"http://dbpedia.org/resource/Nick_Searcy","Nick Searcy","1959-3-7","male","http://dbpedia.org/resource/Cast_Away"
"http://dbpedia.org/resource/Nick_Stahl","Nick Stahl",1979-12-05,"male","http://dbpedia.org/resource/In_the_Bedroom"
"http://dbpedia.org/resource/Nick_Stahl","Nick Stahl","1979-12-5","male","http://dbpedia.org/resource/In_the_Bedroom"
"http://dbpedia.org/resource/Nicole_Eggert","Nicole Eggert",1972-01-13,"female","http://dbpedia.org/resource/Blown_Away_(1992_film)"
"http://dbpedia.org/resource/Nicole_Eggert","Nicole Eggert","1972-1-13","female","http://dbpedia.org/resource/Blown_Away_(1992_film)"
"http://dbpedia.org/resource/Sabu_Dastagir","Sabu",1924-01-27,"male","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/Sabu_Dastagir","Sabu","1924-1-27","male","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/Sabu_Dastagir","Sabu Dastagir",1924-01-27,"male","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/Sabu_Dastagir","Sabu Dastagir","1924-1-27","male","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/Talia_Shire","Talia Shire",1946-04-25,"female","http://dbpedia.org/resource/Rocky"
"http://dbpedia.org/resource/Talia_Shire","Talia Shire","1946-4-25","female","http://dbpedia.org/resource/Rocky"
"http://dbpedia.org/resource/Ted_Healy","Ted Healy",1896-10-01,"male","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Ted_Healy","Ted Healy","1896-10-1","male","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Daniel_Craig","Daniel Craig",1968-03-02,"male","http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider"
"http://dbpedia.org/resource/Daniel_Craig","Daniel Craig","1968-3-2","male","http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider"
"http://dbpedia.org/resource/Jeremy_Irons","Jeremy Irons",1948-09-19,"male","http://dbpedia.org/resource/Betrayal_(1983_film)"
"http://dbpedia.org/resource/Jeremy_Irons","Jeremy Irons","1948-9-19","male","http://dbpedia.org/resource/Betrayal_(1983_film)"
"http://dbpedia.org/resource/Karl_Hardman","Karl Hardman","1927-3-22","male","http://dbpedia.org/resource/Night_of_the_Living_Dead"
"http://dbpedia.org/resource/Marilyn_Eastman","Marilyn Eastman",1933-12-17,"female","http://dbpedia.org/resource/Night_of_the_Living_Dead"
"http://dbpedia.org/resource/John_Massari","John Massari",1957-03-25,"male","http://dbpedia.org/resource/The_Wizard_of_Speed_and_Time"
"http://dbpedia.org/resource/John_Massari","John Massari","1957-3-25","male","http://dbpedia.org/resource/The_Wizard_of_Speed_and_Time"
"http://dbpedia.org/resource/Charles_Bickford","Charles Bickford",1891-01-01,"male","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/Charles_Bickford","Charles Bickford","1891-1-1","male","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/James_Rebhorn","James Rebhorn",1948-09-01,"male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/James_Rebhorn","James Rebhorn","1948-9-1","male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/John_Colicos","John Colicos",1928-12-10,"male","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Madge_Sinclair","Madge Sinclair",1938-04-28,"female","http://dbpedia.org/resource/Coming_to_America"
"http://dbpedia.org/resource/Madge_Sinclair","Madge Sinclair","1938-4-28","female","http://dbpedia.org/resource/Coming_to_America"
"http://dbpedia.org/resource/Maggie_McOmie","Maggie McOmie","2000-1-1","female","http://dbpedia.org/resource/THX_1138"
"http://dbpedia.org/resource/Peter_Sarsgaard","Peter Sarsgaard",1971-03-07,"male","http://dbpedia.org/resource/K-19:_The_Widowmaker"
"http://dbpedia.org/resource/Peter_Sarsgaard","Peter Sarsgaard","1971-3-7","male","http://dbpedia.org/resource/K-19:_The_Widowmaker"
"http://dbpedia.org/resource/Mabel_Constanduros","Mabel Constanduros",1880-03-29,"female","http://dbpedia.org/resource/Bad_Company_(1946_film)"
"http://dbpedia.org/resource/Mabel_Constanduros","Mabel Constanduros","1880-3-29","female","http://dbpedia.org/resource/Bad_Company_(1946_film)"
"http://dbpedia.org/resource/Danny_Hoch","Danny Hoch",1970-11-23,"male","http://dbpedia.org/resource/Blackbird_(2007_film)"
"http://dbpedia.org/resource/Don_Pedro_Colley","Don Pedro Colley",1938-08-30,"male","http://dbpedia.org/resource/THX_1138"
"http://dbpedia.org/resource/Don_Pedro_Colley","Don Pedro Colley","1938-8-30","male","http://dbpedia.org/resource/THX_1138"
"http://dbpedia.org/resource/John_Lithgow","John Lithgow",1945-10-19,"male","http://dbpedia.org/resource/The_Day_After"
"http://dbpedia.org/resource/Rudolf_Klein-Rogge","Rudolf Klein-Rogge",1885-11-24,"male","http://dbpedia.org/resource/Metropolis_(1927_film)"
"http://dbpedia.org/resource/Emma_Caulfield","Emma Caulfield",1973-04-08,"female","http://dbpedia.org/resource/Darkness_Falls_(2003_film)"
"http://dbpedia.org/resource/Emma_Caulfield","Emma Caulfield","1973-4-8","female","http://dbpedia.org/resource/Darkness_Falls_(2003_film)"
"http://dbpedia.org/resource/Gary_Oldman","Gary Oldman",1958-03-21,"male","http://dbpedia.org/resource/Léon:_The_Professional"
"http://dbpedia.org/resource/Gary_Oldman","Gary Oldman","1958-3-21","male","http://dbpedia.org/resource/Léon:_The_Professional"
"http://dbpedia.org/resource/Harvey_Fierstein","Harvey Fierstein",1954-06-06,"male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/Harvey_Fierstein","Harvey Fierstein","1954-6-6","male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/Harvey_Fierstein","Harvey Fierstein",1954-06-06,"male","http://dbpedia.org/resource/Mulan_(1998_film)"
"http://dbpedia.org/resource/Harvey_Fierstein","Harvey Fierstein","1954-6-6","male","http://dbpedia.org/resource/Mulan_(1998_film)"
"http://dbpedia.org/resource/Helen_Mirren","Helen Mirren",1945-07-26,"female","http://dbpedia.org/resource/Age_of_Consent_(film)"
"http://dbpedia.org/resource/Helen_Mirren","Helen Mirren","1945-7-26","female","http://dbpedia.org/resource/Age_of_Consent_(film)"
"http://dbpedia.org/resource/Janet_Leigh","Janet Leigh",1927-07-06,"female","http://dbpedia.org/resource/The_Manchurian_Candidate_(1962_film)"
"http://dbpedia.org/resource/Janet_Leigh","Janet Leigh","1927-7-6","female","http://dbpedia.org/resource/The_Manchurian_Candidate_(1962_film)"
"http://dbpedia.org/resource/Joan_Cusack","Joan Cusack",1962-10-11,"female","http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film)"
"http://dbpedia.org/resource/Kevin_Kline","Kevin Kline",1947-10-24,"male","http://dbpedia.org/resource/French_Kiss_(1995_film)"
"http://dbpedia.org/resource/Kevin_Kline","Kevin Kline",1947-10-24,"male","http://dbpedia.org/resource/Consenting_Adults_(1992_film)"
"http://dbpedia.org/resource/Marisa_Tomei","Marisa Tomei",1964-12-04,"female","http://dbpedia.org/resource/In_the_Bedroom"
"http://dbpedia.org/resource/Marisa_Tomei","Marisa Tomei","1964-12-4","female","http://dbpedia.org/resource/In_the_Bedroom"
"http://dbpedia.org/resource/Matthew_Broderick","Matthew Broderick",1962-03-21,"male","http://dbpedia.org/resource/WarGames"
"http://dbpedia.org/resource/Matthew_Broderick","Matthew Broderick","1962-3-21","male","http://dbpedia.org/resource/WarGames"
"http://dbpedia.org/resource/Maureen_O'Hara","Maureen O'Hara",1920-08-17,"female","http://dbpedia.org/resource/The_Parent_Trap_(1961_film)"
"http://dbpedia.org/resource/Maureen_O'Hara","Maureen O'Hara","1920-8-17","female","http://dbpedia.org/resource/The_Parent_Trap_(1961_film)"
"http://dbpedia.org/resource/Amy_Madigan","Amy Madigan",1950-09-11,"female","http://dbpedia.org/resource/The_Day_After"
"http://dbpedia.org/resource/Amy_Madigan","Amy Madigan","1950-9-11","female","http://dbpedia.org/resource/The_Day_After"
"http://dbpedia.org/resource/Emilio_Estevez","Emilio Estevez",1962-05-12,"male","http://dbpedia.org/resource/The_Breakfast_Club"
"http://dbpedia.org/resource/Emilio_Estevez","Emilio Estevez","1962-5-12","male","http://dbpedia.org/resource/The_Breakfast_Club"
"http://dbpedia.org/resource/Jessie_Ralph","Jessie Ralph",1864-11-05,"female","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Jessie_Ralph","Jessie Ralph","1864-11-5","female","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Maureen_Stapleton","Maureen Stapleton",1925-06-21,"female","http://dbpedia.org/resource/Reds_(film)"
"http://dbpedia.org/resource/Maureen_Stapleton","Maureen Stapleton","1925-6-21","female","http://dbpedia.org/resource/Reds_(film)"
"http://dbpedia.org/resource/Mort_Shuman","Mort Shuman",1936-11-12,"male","http://dbpedia.org/resource/The_Little_Girl_Who_Lives_Down_the_Lane"
"http://dbpedia.org/resource/Olivia_Williams","Olivia Williams",1968-07-26,"female","http://dbpedia.org/resource/The_Sixth_Sense"
"http://dbpedia.org/resource/Olivia_Williams","Olivia Williams","1968-7-26","female","http://dbpedia.org/resource/The_Sixth_Sense"
"http://dbpedia.org/resource/Patrick_Swayze","Patrick Swayze",1952-08-18,"male","http://dbpedia.org/resource/Donnie_Darko"
"http://dbpedia.org/resource/Patrick_Swayze","Patrick Swayze","1952-8-18","male","http://dbpedia.org/resource/Donnie_Darko"
"http://dbpedia.org/resource/Patsy_Rowlands","Patsy Rowlands",1931-01-19,"female","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Patsy_Rowlands","Patsy Rowlands","1931-1-19","female","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Philip_Ober","Philip Ober",1902-03-23,"male","http://dbpedia.org/resource/From_Here_to_Eternity"
"http://dbpedia.org/resource/Philip_Ober","Philip Ober","1902-3-23","male","http://dbpedia.org/resource/From_Here_to_Eternity"
"http://dbpedia.org/resource/Solveig_Dommartin","Solveig Dommartin",1961-05-16,"female","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Solveig_Dommartin","Solveig Dommartin","1961-5-16","female","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Solveig_Dommartin","Solveig Dommartin",1961-05-16,"female","http://dbpedia.org/resource/Wings_of_Desire"
"http://dbpedia.org/resource/Solveig_Dommartin","Solveig Dommartin","1961-5-16","female","http://dbpedia.org/resource/Wings_of_Desire"
"http://dbpedia.org/resource/Tilda_Swinton","Tilda Swinton",1960-11-05,"female","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Tilda_Swinton","Tilda Swinton","1960-11-5","female","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Ally_Sheedy","Ally Sheedy",1962-06-13,"female","http://dbpedia.org/resource/The_Breakfast_Club"
"http://dbpedia.org/resource/Ally_Sheedy","Ally Sheedy","1962-6-13","female","http://dbpedia.org/resource/The_Breakfast_Club"
"http://dbpedia.org/resource/Ally_Sheedy","Ally Sheedy",1962-06-13,"female","http://dbpedia.org/resource/WarGames"
"http://dbpedia.org/resource/Ally_Sheedy","Ally Sheedy","1962-6-13","female","http://dbpedia.org/resource/WarGames"
"http://dbpedia.org/resource/Billy_Dee_Williams","Billy Dee Williams",1937-04-06,"male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/Billy_Dee_Williams","Billy Dee Williams","1937-4-6","male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/David_Farrar_(actor)","David Farrar",1908-08-21,"male","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/David_Farrar_(actor)","David Farrar","1908-8-21","male","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/Hema_Malini","Hema Malini",1948-10-16,"female","http://dbpedia.org/resource/Censor_(film)"
"http://dbpedia.org/resource/Jodie_Foster","Jodie Foster",1962-11-19,"female","http://dbpedia.org/resource/The_Little_Girl_Who_Lives_Down_the_Lane"
"http://dbpedia.org/resource/Liv_Tyler","Liv Tyler",1977-07-01,"female","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Liv_Tyler","Liv Tyler","1977-7-1","female","http://dbpedia.org/resource/Armageddon_(1998_film)"
"http://dbpedia.org/resource/Mark_Hamill","Mark Hamill",1951-09-25,"male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/Mark_Hamill","Mark Hamill","1951-9-25","male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/Maud_Forget","Maud Forget",1982-05-07,"female","http://dbpedia.org/resource/Bad_Company_(1999_film)"
"http://dbpedia.org/resource/Maud_Forget","Maud Forget","1982-5-7","female","http://dbpedia.org/resource/Bad_Company_(1999_film)"
"http://dbpedia.org/resource/Tisha_Sterling","Tisha Sterling",1944-12-10,"female","http://dbpedia.org/resource/Betrayal_(1974_film)"
"http://dbpedia.org/resource/Victor_Sjöström","Victor Sjöström",1879-09-20,"male","http://dbpedia.org/resource/Wild_Strawberries_(film)"
"http://dbpedia.org/resource/Victor_Sjöström","Victor Sjöström","1879-9-20","male","http://dbpedia.org/resource/Wild_Strawberries_(film)"
"http://dbpedia.org/resource/Frank_Langella","Frank Langella",1938-01-01,"male","http://dbpedia.org/resource/Bad_Company_(1995_film)"
"http://dbpedia.org/resource/Frank_Langella","Frank Langella","1938-1-1","male","http://dbpedia.org/resource/Bad_Company_(1995_film)"
"http://dbpedia.org/resource/Li_Bingbing","Li Bingbing","1973-2-27","female","http://dbpedia.org/resource/Cat_and_Mouse_(2003_film)"
"http://dbpedia.org/resource/Li_Bingbing","Lǐ Bīngbīng","1973-2-27","female","http://dbpedia.org/resource/Cat_and_Mouse_(2003_film)"
"http://dbpedia.org/resource/Li_Bingbing","李冰冰","1973-2-27","female","http://dbpedia.org/resource/Cat_and_Mouse_(2003_film)"
"http://dbpedia.org/resource/Li_Bingbing","Lei5 Bing1-bing1","1973-2-27","female","http://dbpedia.org/resource/Cat_and_Mouse_(2003_film)"
"http://dbpedia.org/resource/Scoot_McNairy","Scoot McNairy",1977-11-11,"male","http://dbpedia.org/resource/Black_Sea_(film)"
"http://dbpedia.org/resource/Jackie_Shroff","Jackie Shroff",1957-02-01,"male","http://dbpedia.org/resource/Censor_(film)"
"http://dbpedia.org/resource/Jackie_Shroff","Jackie Shroff","1957-2-1","male","http://dbpedia.org/resource/Censor_(film)"
"http://dbpedia.org/resource/Stephen_Stucker","Stephen Stucker",1947-07-02,"male","http://dbpedia.org/resource/The_Wizard_of_Speed_and_Time"
"http://dbpedia.org/resource/Stephen_Stucker","Stephen Stucker","1947-7-2","male","http://dbpedia.org/resource/The_Wizard_of_Speed_and_Time"
"http://dbpedia.org/resource/Teri_McMinn","Teri McMinn",1951-08-18,"female","http://dbpedia.org/resource/The_Texas_Chain_Saw_Massacre"
"http://dbpedia.org/resource/Teri_McMinn","Teri McMinn","1951-8-18","female","http://dbpedia.org/resource/The_Texas_Chain_Saw_Massacre"
"http://dbpedia.org/resource/Conrad_Nagel","Conrad Nagel",1897-03-16,"male","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Conrad_Nagel","Conrad Nagel","1897-3-16","male","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Jack_MacGowran","Jack MacGowran",1918-10-13,"male","http://dbpedia.org/resource/Age_of_Consent_(film)"
"http://dbpedia.org/resource/Jonathan_Hyde","Jonathan Hyde",1948-05-21,"male","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Jonathan_Hyde","Jonathan Hyde","1948-5-21","male","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Lillian_Roth","Lillian Roth",1910-12-13,"female","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Molly_Lamont","Molly Lamont",1910-05-22,"female","http://dbpedia.org/resource/Scared_to_Death"
"http://dbpedia.org/resource/Molly_Lamont","Molly Lamont","1910-5-22","female","http://dbpedia.org/resource/Scared_to_Death"
"http://dbpedia.org/resource/Suzan_Anbeh","Suzan Anbeh","1970-3-18","female","http://dbpedia.org/resource/French_Kiss_(1995_film)"
"http://dbpedia.org/resource/Jacob_Vargas","Jacob Vargas",1971-08-18,"male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Jacob_Vargas","Jacob Vargas","1971-8-18","male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Julie_Bovasso","Julie Bovasso",1930-08-01,"female","http://dbpedia.org/resource/Saturday_Night_Fever"
"http://dbpedia.org/resource/Julie_Bovasso","Julie Bovasso","1930-8-1","female","http://dbpedia.org/resource/Saturday_Night_Fever"
"http://dbpedia.org/resource/Michael_Beach","Michael Beach",1963-10-30,"male","http://dbpedia.org/resource/Bad_Company_(1995_film)"
"http://dbpedia.org/resource/Otto_Sander","Otto Sander",1941-06-30,"male","http://dbpedia.org/resource/Wings_of_Desire"
"http://dbpedia.org/resource/Otto_Sander","Otto Sander","1941-6-30","male","http://dbpedia.org/resource/Wings_of_Desire"
"http://dbpedia.org/resource/Paolo_Bonacelli","Paolo Bonacelli",1939-02-28,"male","http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom"
"http://dbpedia.org/resource/Paolo_Bonacelli","Paolo Bonacelli","1939-2-28","male","http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom"
"http://dbpedia.org/resource/Jack_Nicholson","Jack Nicholson",1937-04-22,"male","http://dbpedia.org/resource/Reds_(film)"
"http://dbpedia.org/resource/Jack_Nicholson","Jack Nicholson","1937-4-22","male","http://dbpedia.org/resource/Reds_(film)"
"http://dbpedia.org/resource/Rüdiger_Vogler","Rüdiger Vogler",1942-05-14,"male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Rüdiger_Vogler","Rüdiger Vogler","1942-5-14","male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Marjorie_Hume","Marjorie Hume",1893-01-27,"female","http://dbpedia.org/resource/Betrayal_(1932_film)"
"http://dbpedia.org/resource/Marjorie_Hume","Marjorie Hume","1900-1-27","female","http://dbpedia.org/resource/Betrayal_(1932_film)"
"http://dbpedia.org/resource/William_%22Stage%22_Boyd","William \\\\Stage\\\\ Boyd",1889-12-28,"male","http://dbpedia.org/resource/Blackbirds_(1920_film)"
"http://dbpedia.org/resource/Maly_Delschaft","Maly Delschaft",1898-12-04,"female","http://dbpedia.org/resource/The_Last_Laugh"
"http://dbpedia.org/resource/Maly_Delschaft","Maly Delschaft","1898-12-4","female","http://dbpedia.org/resource/The_Last_Laugh"
"http://dbpedia.org/resource/Noel_Ferrier","Noel Ferrier",1930-12-20,"male","http://dbpedia.org/resource/The_Year_of_Living_Dangerously_(film)"
"http://dbpedia.org/resource/Bigelow_Cooper","Bigelow Cooper","1867-1-1","male","http://dbpedia.org/resource/Bad_Company_(1925_film)"
"http://dbpedia.org/resource/Kelly_Hunter","Kelly Hunter",1963-07-21,"female","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/Kelly_Hunter","Kelly Hunter","1963-9-6","female","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/Alexia_Fast","Alexia Fast",1992-09-12,"female","http://dbpedia.org/resource/Blackbird_(2012_film)"
"http://dbpedia.org/resource/Alexia_Fast","Alexia Fast","1992-9-12","female","http://dbpedia.org/resource/Blackbird_(2012_film)"
"http://dbpedia.org/resource/Hugo_Haas","Hugo Haas",1901-02-18,"male","http://dbpedia.org/resource/Bait_(1954_film)"
"http://dbpedia.org/resource/Hugo_Haas","Hugo Haas","1901-2-18","male","http://dbpedia.org/resource/Bait_(1954_film)"
"http://dbpedia.org/resource/John_Bentley_(actor)","John Bentley",1916-12-02,"male","http://dbpedia.org/resource/Bait_(1950_film)"
"http://dbpedia.org/resource/John_Bentley_(actor)","John Bentley","1916-12-2","male","http://dbpedia.org/resource/Bait_(1950_film)"
"http://dbpedia.org/resource/Lukas_Haas","Lukas Haas",1976-04-16,"male","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/Lukas_Haas","Lukas Haas","1976-4-16","male","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/Tommy_Lee_Jones","Tommy Lee Jones",1946-09-15,"male","http://dbpedia.org/resource/Blown_Away_(1994_film)"
"http://dbpedia.org/resource/Tommy_Lee_Jones","Tommy Lee Jones","1946-9-15","male","http://dbpedia.org/resource/Blown_Away_(1994_film)"
"http://dbpedia.org/resource/Euros_Childs","Euros Childs",1975-04-16,"male","http://dbpedia.org/resource/Beautiful_Mistake_(film)"
"http://dbpedia.org/resource/Euros_Childs","Euros Childs","1975-4-16","male","http://dbpedia.org/resource/Beautiful_Mistake_(film)"
"http://dbpedia.org/resource/Aidan_Quinn","Aidan Quinn",1959-03-08,"male","http://dbpedia.org/resource/Dark_Matter_(film)"
"http://dbpedia.org/resource/Aidan_Quinn","Aidan Quinn","1959-3-8","male","http://dbpedia.org/resource/Dark_Matter_(film)"
"http://dbpedia.org/resource/Angelina_Jolie","Angelina Jolie",1975-06-04,"female","http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider"
"http://dbpedia.org/resource/Angelina_Jolie","Angelina Jolie","1975-6-4","female","http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider"
"http://dbpedia.org/resource/Anthony_Quayle","Anthony Quayle",1913-09-07,"male","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Anthony_Quayle","Anthony Quayle","1913-9-7","male","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Anthony_Quayle","Sir Anthony Quayle",1913-09-07,"male","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Anthony_Quayle","Sir Anthony Quayle","1913-9-7","male","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Anthony_Quayle","(CBE)",1913-09-07,"male","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Anthony_Quayle","(CBE)","1913-9-7","male","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Anthony_Wong_(Hong_Kong_actor)","Anthony Wong","1961-9-2","male","http://dbpedia.org/resource/Cat_and_Mouse_(2003_film)"
"http://dbpedia.org/resource/Anthony_Wong_(Hong_Kong_actor)","黃秋生","1961-9-2","male","http://dbpedia.org/resource/Cat_and_Mouse_(2003_film)"
"http://dbpedia.org/resource/Anthony_Wong_(Hong_Kong_actor)","Wong4 Cau1-sang1","1961-9-2","male","http://dbpedia.org/resource/Cat_and_Mouse_(2003_film)"
"http://dbpedia.org/resource/Arsenio_Hall","Arsenio Hall",1955-02-12,"male","http://dbpedia.org/resource/Coming_to_America"
"http://dbpedia.org/resource/Arsenio_Hall","Arsenio Hall","1956-2-12","male","http://dbpedia.org/resource/Coming_to_America"
"http://dbpedia.org/resource/Bibi_Andersson","Bibi Andersson",1935-11-11,"female","http://dbpedia.org/resource/Wild_Strawberries_(film)"
"http://dbpedia.org/resource/Billy_Zane","Billy Zane",1966-02-24,"male","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Billy_Zane","Billy Zane","1966-2-24","male","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Billy_Zane","Billy Zane",1966-02-24,"male","http://dbpedia.org/resource/Evil:_In_the_Time_of_Heroes"
"http://dbpedia.org/resource/Billy_Zane","Billy Zane","1966-2-24","male","http://dbpedia.org/resource/Evil:_In_the_Time_of_Heroes"
"http://dbpedia.org/resource/Götz_Otto","Götz Otto",1967-10-15,"male","http://dbpedia.org/resource/Betrayal_(2009_film)"
