"a","aname","bdate","sexo","f"
"http://dbpedia.org/resource/Al_Pacino","Al Pacino",1940-04-25,"male","http://dbpedia.org/resource/Heat_(1995_film)"
"http://dbpedia.org/resource/Al_Pacino","Al Pacino","1940-4-25","male","http://dbpedia.org/resource/Heat_(1995_film)"
"http://dbpedia.org/resource/Albert_Finney","Albert Finney",1936-05-09,"male","http://dbpedia.org/resource/Miller's_Crossing"
"http://dbpedia.org/resource/Albert_Finney","Albert Finney","1936-5-9","male","http://dbpedia.org/resource/Miller's_Crossing"
"http://dbpedia.org/resource/Albert_Finney","Albert Finney",1936-05-09,"male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Albert_Finney","Albert Finney","1936-5-9","male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Andie_MacDowell","Andie MacDowell",1958-04-21,"female","http://dbpedia.org/resource/Green_Card_(film)"
"http://dbpedia.org/resource/Andie_MacDowell","Andie MacDowell","1958-4-21","female","http://dbpedia.org/resource/Green_Card_(film)"
"http://dbpedia.org/resource/Anthony_Quinn","Anthony Quinn",1915-04-21,"male","http://dbpedia.org/resource/Zorba_the_Greek_(film)"
"http://dbpedia.org/resource/Anthony_Quinn","Anthony Quinn","1915-4-21","male","http://dbpedia.org/resource/Zorba_the_Greek_(film)"
"http://dbpedia.org/resource/Anthony_Quinn","Anthony Quinn",1915-04-21,"male","http://dbpedia.org/resource/Back_to_Bataan"
"http://dbpedia.org/resource/Anthony_Quinn","Anthony Quinn","1915-4-21","male","http://dbpedia.org/resource/Back_to_Bataan"
"http://dbpedia.org/resource/Ashley_Judd","Ashley Judd",1968-04-19,"female","http://dbpedia.org/resource/Heat_(1995_film)"
"http://dbpedia.org/resource/Ashley_Judd","Ashley Judd","1968-4-19","female","http://dbpedia.org/resource/Heat_(1995_film)"
"http://dbpedia.org/resource/Ashley_Judd","Ashley Judd",1968-04-19,"female","http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film)"
"http://dbpedia.org/resource/Ashley_Judd","Ashley Judd","1968-4-19","female","http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film)"
"http://dbpedia.org/resource/Ashley_Judd","Ashley Judd",1968-04-19,"female","http://dbpedia.org/resource/Barry_(2016_film)"
"http://dbpedia.org/resource/Ashley_Judd","Ashley Judd","1968-4-19","female","http://dbpedia.org/resource/Barry_(2016_film)"
"http://dbpedia.org/resource/Audrey_Hepburn","Audrey Hepburn","1929-5-4","female","http://dbpedia.org/resource/Breakfast_at_Tiffany's_(film)"
"http://dbpedia.org/resource/Brad_Pitt","Brad Pitt",1963-12-18,"male","http://dbpedia.org/resource/12_Monkeys"
"http://dbpedia.org/resource/Buster_Keaton","Buster Keaton",1895-10-04,"male","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Buster_Keaton","Buster Keaton","1895-10-4","male","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Cameron_Diaz","Cameron Diaz",1972-08-30,"female","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Cameron_Diaz","Cameron Diaz","1972-8-30","female","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Charlton_Heston","Charlton Heston",1923-10-04,"male","http://dbpedia.org/resource/Soylent_Green"
"http://dbpedia.org/resource/Charlton_Heston","Charlton Heston","1923-10-4","male","http://dbpedia.org/resource/Soylent_Green"
"http://dbpedia.org/resource/Charlton_Heston","Charlton Heston",1923-10-04,"male","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/Charlton_Heston","Charlton Heston","1923-10-4","male","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/Christopher_Lee","Christopher Lee",1922-05-27,"male","http://dbpedia.org/resource/The_Wicker_Man_(1973_film)"
"http://dbpedia.org/resource/Christopher_Lee","Christopher Lee","1922-5-27","male","http://dbpedia.org/resource/The_Wicker_Man_(1973_film)"
"http://dbpedia.org/resource/Clark_Gable","Clark Gable",1901-02-01,"male","http://dbpedia.org/resource/It_Happened_One_Night"
"http://dbpedia.org/resource/Clark_Gable","Clark Gable","1901-2-1","male","http://dbpedia.org/resource/It_Happened_One_Night"
"http://dbpedia.org/resource/Clark_Gable","Clark Gable",1901-02-01,"male","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Clark_Gable","Clark Gable","1901-2-1","male","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Dustin_Hoffman","Dustin Hoffman",1937-08-08,"male","http://dbpedia.org/resource/Midnight_Cowboy"
"http://dbpedia.org/resource/Dustin_Hoffman","Dustin Hoffman","1937-8-8","male","http://dbpedia.org/resource/Midnight_Cowboy"
"http://dbpedia.org/resource/Dustin_Hoffman","Dustin Hoffman",1937-08-08,"male","http://dbpedia.org/resource/The_Graduate"
"http://dbpedia.org/resource/Dustin_Hoffman","Dustin Hoffman","1937-8-8","male","http://dbpedia.org/resource/The_Graduate"
"http://dbpedia.org/resource/Gary_Cooper","Gary Cooper",1901-05-07,"male","http://dbpedia.org/resource/Betrayal_(1929_film)"
"http://dbpedia.org/resource/Gary_Cooper","Gary Cooper","1901-5-7","male","http://dbpedia.org/resource/Betrayal_(1929_film)"
"http://dbpedia.org/resource/Goldie_Hawn","Goldie Hawn",1945-11-21,"female","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/Gérard_Depardieu","Gérard Depardieu",1948-12-27,"male","http://dbpedia.org/resource/Green_Card_(film)"
"http://dbpedia.org/resource/Harrison_Ford","Harrison Ford",1942-07-13,"male","http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade"
"http://dbpedia.org/resource/Harrison_Ford","Harrison Ford","1942-7-13","male","http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade"
"http://dbpedia.org/resource/Harrison_Ford","Harrison Ford",1942-07-13,"male","http://dbpedia.org/resource/K-19:_The_Widowmaker"
"http://dbpedia.org/resource/Harrison_Ford","Harrison Ford","1942-7-13","male","http://dbpedia.org/resource/K-19:_The_Widowmaker"
"http://dbpedia.org/resource/Harrison_Ford","Harrison Ford",1942-07-13,"male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/Harrison_Ford","Harrison Ford","1942-7-13","male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/Helen_Hunt","Helen Hunt",1963-06-15,"female","http://dbpedia.org/resource/Cast_Away"
"http://dbpedia.org/resource/Helen_Hunt","Helen Hunt","1963-6-15","female","http://dbpedia.org/resource/Cast_Away"
"http://dbpedia.org/resource/Jean_Reno","Jean Reno",1948-07-30,"male","http://dbpedia.org/resource/French_Kiss_(1995_film)"
"http://dbpedia.org/resource/Jean_Reno","Jean Reno","1948-7-30","male","http://dbpedia.org/resource/French_Kiss_(1995_film)"
"http://dbpedia.org/resource/Jean_Reno","Jean Reno",1948-07-30,"male","http://dbpedia.org/resource/Léon:_The_Professional"
"http://dbpedia.org/resource/Jean_Reno","Jean Reno","1948-7-30","male","http://dbpedia.org/resource/Léon:_The_Professional"
"http://dbpedia.org/resource/Jeff_Bridges","Jeff Bridges",1949-12-04,"male","http://dbpedia.org/resource/The_Big_Lebowski"
"http://dbpedia.org/resource/Jeff_Bridges","Jeff Bridges","1949-12-4","male","http://dbpedia.org/resource/The_Big_Lebowski"
"http://dbpedia.org/resource/Jeff_Bridges","Jeff Bridges",1949-12-04,"male","http://dbpedia.org/resource/Bad_Company_(1972_film)"
"http://dbpedia.org/resource/Jeff_Bridges","Jeff Bridges","1949-12-4","male","http://dbpedia.org/resource/Bad_Company_(1972_film)"
"http://dbpedia.org/resource/Jeff_Bridges","Jeff Bridges",1949-12-04,"male","http://dbpedia.org/resource/Blown_Away_(1994_film)"
"http://dbpedia.org/resource/Jeff_Bridges","Jeff Bridges","1949-12-4","male","http://dbpedia.org/resource/Blown_Away_(1994_film)"
"http://dbpedia.org/resource/Joan_Crawford","Joan Crawford","1904-3-23","female","http://dbpedia.org/resource/Grand_Hotel_(1932_film)"
"http://dbpedia.org/resource/Joan_Crawford","Joan Crawford","1904-3-23","female","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/John_Paul_Jones_(musician)","John Paul Jones",1946-01-03,"male","http://dbpedia.org/resource/The_Song_Remains_the_Same_(film)"
"http://dbpedia.org/resource/John_Paul_Jones_(musician)","John Paul Jones","1946-1-3","male","http://dbpedia.org/resource/The_Song_Remains_the_Same_(film)"
"http://dbpedia.org/resource/John_Travolta","John Travolta",1954-02-18,"male","http://dbpedia.org/resource/Saturday_Night_Fever"
"http://dbpedia.org/resource/John_Travolta","John Travolta","1954-2-18","male","http://dbpedia.org/resource/Saturday_Night_Fever"
"http://dbpedia.org/resource/Kate_Winslet","Kate Winslet",1975-10-05,"female","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Kate_Winslet","Kate Winslet","1975-10-5","female","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Kate_Winslet","(CBE)",1975-10-05,"female","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Kate_Winslet","(CBE)","1975-10-5","female","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Kenneth_Williams","Kenneth Williams",1926-02-22,"male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Kenneth_Williams","Kenneth Williams","1926-2-22","male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Leonardo_DiCaprio","Leonardo DiCaprio",1974-11-11,"male","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Leslie_Nielsen","Leslie Nielsen",1926-02-11,"male","http://dbpedia.org/resource/Forbidden_Planet"
"http://dbpedia.org/resource/Leslie_Nielsen","Leslie Nielsen","1926-2-11","male","http://dbpedia.org/resource/Forbidden_Planet"
"http://dbpedia.org/resource/Meg_Ryan","Meg Ryan",1961-11-19,"female","http://dbpedia.org/resource/French_Kiss_(1995_film)"
"http://dbpedia.org/resource/Meg_Ryan","Meg Ryan",1961-11-19,"female","http://dbpedia.org/resource/When_Harry_Met_Sally..."
"http://dbpedia.org/resource/Mel_Gibson","Mel Gibson",1956-01-03,"male","http://dbpedia.org/resource/The_Year_of_Living_Dangerously_(film)"
"http://dbpedia.org/resource/Mel_Gibson","Mel Gibson","1956-1-3","male","http://dbpedia.org/resource/The_Year_of_Living_Dangerously_(film)"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman",1981-06-09,"female","http://dbpedia.org/resource/Anywhere_but_Here_(film)"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman","1981-6-9","female","http://dbpedia.org/resource/Anywhere_but_Here_(film)"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman",1981-06-09,"female","http://dbpedia.org/resource/Beautiful_Girls_(film)"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman","1981-6-9","female","http://dbpedia.org/resource/Beautiful_Girls_(film)"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman",1981-06-09,"female","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman","1981-6-9","female","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman",1981-06-09,"female","http://dbpedia.org/resource/Léon:_The_Professional"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman","1981-6-9","female","http://dbpedia.org/resource/Léon:_The_Professional"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman",1981-06-09,"female","http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film)"
"http://dbpedia.org/resource/Natalie_Portman","Natalie Portman","1981-6-9","female","http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film)"
"http://dbpedia.org/resource/Paul_Muni","Paul Muni",1895-09-22,"male","http://dbpedia.org/resource/The_Life_of_Emile_Zola"
"http://dbpedia.org/resource/Paul_Muni","Paul Muni","1895-9-22","male","http://dbpedia.org/resource/The_Life_of_Emile_Zola"
"http://dbpedia.org/resource/Ray_Milland","Ray Milland",1907-01-03,"male","http://dbpedia.org/resource/The_Lost_Weekend_(film)"
"http://dbpedia.org/resource/Ray_Milland","Ray Milland","1907-1-3","male","http://dbpedia.org/resource/The_Lost_Weekend_(film)"
"http://dbpedia.org/resource/Richard_Burton","Richard Burton",1925-11-10,"male","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Rosie_O'Donnell","Rosie O'Donnell",1962-03-21,"female","http://dbpedia.org/resource/Beautiful_Girls_(film)"
"http://dbpedia.org/resource/Rosie_O'Donnell","Rosie O'Donnell","1962-3-21","female","http://dbpedia.org/resource/Beautiful_Girls_(film)"
"http://dbpedia.org/resource/Spencer_Tracy","Spencer Tracy",1900-04-05,"male","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Spencer_Tracy","Spencer Tracy","1900-4-5","male","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Tom_Cruise","Tom Cruise",1962-07-03,"male","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Tom_Cruise","Tom Cruise","1962-7-3","male","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Tom_Hanks","Tom Hanks",1956-07-09,"male","http://dbpedia.org/resource/Cast_Away"
"http://dbpedia.org/resource/Tom_Hanks","Tom Hanks","1956-7-9","male","http://dbpedia.org/resource/Cast_Away"
"http://dbpedia.org/resource/Val_Kilmer","Val Kilmer",1959-12-31,"male","http://dbpedia.org/resource/Heat_(1995_film)"
"http://dbpedia.org/resource/Wallace_Shawn","Wallace Shawn",1943-11-12,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/Akhil_Akkineni","Akhil Akkineni",1994-04-08,"male","http://dbpedia.org/resource/Akhil_(film)"
"http://dbpedia.org/resource/Akhil_Akkineni","Akhil Akkineni","1994-4-8","male","http://dbpedia.org/resource/Akhil_(film)"
"http://dbpedia.org/resource/Akhil_Akkineni","Akhil Akhineni",1994-04-08,"male","http://dbpedia.org/resource/Akhil_(film)"
"http://dbpedia.org/resource/Akhil_Akkineni","Akhil Akhineni","1994-4-8","male","http://dbpedia.org/resource/Akhil_(film)"
"http://dbpedia.org/resource/Barry_Miller_(actor)","Barry Miller",1958-02-06,"male","http://dbpedia.org/resource/Saturday_Night_Fever"
"http://dbpedia.org/resource/Barry_Miller_(actor)","Barry Miller","1958-2-6","male","http://dbpedia.org/resource/Saturday_Night_Fever"
"http://dbpedia.org/resource/Dennis_Quaid","Dennis Quaid",1954-04-09,"male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Dennis_Quaid","Dennis Quaid","1954-4-9","male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Ashish_Vidyarthi","Ashish Vidyarthi","1962-6-19","male","http://dbpedia.org/resource/Amara_(film)"
"http://dbpedia.org/resource/Benjamin_Bratt","Benjamin Bratt",1963-12-16,"male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Dabney_Coleman","Dabney Coleman",1932-01-03,"male","http://dbpedia.org/resource/WarGames"
"http://dbpedia.org/resource/Dabney_Coleman","Dabney Coleman","1932-1-3","male","http://dbpedia.org/resource/WarGames"
"http://dbpedia.org/resource/David_Morse_(actor)","David Morse",1953-10-11,"male","http://dbpedia.org/resource/Bait_(2000_film)"
"http://dbpedia.org/resource/John_Cullum","John Cullum",1930-03-02,"male","http://dbpedia.org/resource/The_Day_After"
"http://dbpedia.org/resource/John_Cullum","John Cullum","1930-3-2","male","http://dbpedia.org/resource/The_Day_After"
"http://dbpedia.org/resource/Lloyd_Nolan","Lloyd Nolan",1902-08-11,"male","http://dbpedia.org/resource/Bataan_(film)"
"http://dbpedia.org/resource/Lloyd_Nolan","Lloyd Nolan","1902-8-11","male","http://dbpedia.org/resource/Bataan_(film)"
"http://dbpedia.org/resource/Sam_Neill","Sam Neill",1947-09-14,"male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Sam_Neill","Sam Neill","1947-9-14","male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Ted_Levine","Ted Levine",1957-05-29,"male","http://dbpedia.org/resource/Heat_(1995_film)"
"http://dbpedia.org/resource/Ted_Levine","Ted Levine","1957-5-29","male","http://dbpedia.org/resource/Heat_(1995_film)"
"http://dbpedia.org/resource/Timothy_Spall","Timothy Spall",1957-02-27,"male","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Timothy_Spall","Timothy Spall","1957-2-27","male","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Bolek_Polívka","Bolek Polívka",1949-07-31,"male","http://dbpedia.org/resource/Divided_We_Fall_(film)"
"http://dbpedia.org/resource/Bolek_Polívka","Bolek Polívka","1949-7-31","male","http://dbpedia.org/resource/Divided_We_Fall_(film)"
"http://dbpedia.org/resource/Helen_Twelvetrees","Helen Twelvetrees",1908-12-25,"female","http://dbpedia.org/resource/Bad_Company_(1931_film)"
"http://dbpedia.org/resource/Diane_Venora","Diane Venora",1952-08-10,"female","http://dbpedia.org/resource/Heat_(1995_film)"
"http://dbpedia.org/resource/Diane_Venora","Diane Venora","1952-8-10","female","http://dbpedia.org/resource/Heat_(1995_film)"
"http://dbpedia.org/resource/George_Zucco","George Zucco",1886-01-11,"male","http://dbpedia.org/resource/Scared_to_Death"
"http://dbpedia.org/resource/George_Zucco","George Zucco","1886-1-11","male","http://dbpedia.org/resource/Scared_to_Death"
"http://dbpedia.org/resource/Wendi_McLendon-Covey","Wendi McLendon-Covey",1969-10-10,"female","http://dbpedia.org/resource/Army_of_One_(2016_film)"
"http://dbpedia.org/resource/Anita_Page","Anita Page",1910-08-04,"female","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Anita_Page","Anita Page","1910-8-4","female","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Forest_Whitaker","Forest Whitaker",1961-07-15,"male","http://dbpedia.org/resource/The_Crying_Game"
"http://dbpedia.org/resource/Forest_Whitaker","Forest Whitaker","1961-7-15","male","http://dbpedia.org/resource/The_Crying_Game"
"http://dbpedia.org/resource/Forest_Whitaker","Forest Whitaker",1961-07-15,"male","http://dbpedia.org/resource/Blown_Away_(1994_film)"
"http://dbpedia.org/resource/Forest_Whitaker","Forest Whitaker","1961-7-15","male","http://dbpedia.org/resource/Blown_Away_(1994_film)"
"http://dbpedia.org/resource/Forest_Whitaker","Forest Whitaker",1961-07-15,"male","http://dbpedia.org/resource/Consenting_Adults_(1992_film)"
"http://dbpedia.org/resource/Forest_Whitaker","Forest Whitaker","1961-7-15","male","http://dbpedia.org/resource/Consenting_Adults_(1992_film)"
"http://dbpedia.org/resource/Katharine_Ross","Katharine Ross",1940-01-29,"female","http://dbpedia.org/resource/Donnie_Darko"
"http://dbpedia.org/resource/Katharine_Ross","Katharine Ross","1940-1-29","female","http://dbpedia.org/resource/Donnie_Darko"
"http://dbpedia.org/resource/Katharine_Ross","Katharine Ross",1940-01-29,"female","http://dbpedia.org/resource/The_Graduate"
"http://dbpedia.org/resource/Katharine_Ross","Katharine Ross","1940-1-29","female","http://dbpedia.org/resource/The_Graduate"
"http://dbpedia.org/resource/Robert_Loggia","Robert Loggia",1930-01-03,"male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/Robert_Loggia","Robert Loggia","1930-1-3","male","http://dbpedia.org/resource/Independence_Day_(1996_film)"
"http://dbpedia.org/resource/François_Cluzet","François Cluzet",1955-09-21,"male","http://dbpedia.org/resource/French_Kiss_(1995_film)"
"http://dbpedia.org/resource/François_Cluzet","François Cluzet","1955-9-21","male","http://dbpedia.org/resource/French_Kiss_(1995_film)"
"http://dbpedia.org/resource/Eddie_Polo","Eddie Polo",1875-02-01,"male","http://dbpedia.org/resource/Bull's_Eye_(serial)"
"http://dbpedia.org/resource/Eddie_Polo","Eddie Polo","1875-2-1","male","http://dbpedia.org/resource/Bull's_Eye_(serial)"
"http://dbpedia.org/resource/Lene_Nystrøm","Lene Nystrøm Rasted",1973-10-02,"female","http://dbpedia.org/resource/Betrayal_(2009_film)"
"http://dbpedia.org/resource/Lene_Nystrøm","Lene Nystrøm Rasted","1973-10-2","female","http://dbpedia.org/resource/Betrayal_(2009_film)"
"http://dbpedia.org/resource/Lene_Nystrøm","Lene Nystrøm",1973-10-02,"female","http://dbpedia.org/resource/Betrayal_(2009_film)"
"http://dbpedia.org/resource/Lene_Nystrøm","Lene Nystrøm","1973-10-2","female","http://dbpedia.org/resource/Betrayal_(2009_film)"
"http://dbpedia.org/resource/Marianne_Stone","Marianne Stone",1922-08-23,"female","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Marianne_Stone","Marianne Stone","1922-8-23","female","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Alf_Goddard","Alf Goddard",1897-11-28,"male","http://dbpedia.org/resource/Carry_On_(film)"
"http://dbpedia.org/resource/Henry_Hewitt","Henry Hewitt",1885-12-28,"male","http://dbpedia.org/resource/Betrayal_(1932_film)"
"http://dbpedia.org/resource/Clifton_Collins_Jr.","Clifton Collins Jr.",1970-06-16,"male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Clifton_Collins_Jr.","Clifton Collins Jr.","1970-6-16","male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Clifton_Collins_Jr.","Clifton Collins",1970-06-16,"male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Clifton_Collins_Jr.","Clifton Collins","1970-6-16","male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Alan_Bates","Alan Bates",1934-02-17,"male","http://dbpedia.org/resource/Zorba_the_Greek_(film)"
"http://dbpedia.org/resource/Alan_Bates","Alan Bates","1934-2-17","male","http://dbpedia.org/resource/Zorba_the_Greek_(film)"
"http://dbpedia.org/resource/Alan_Bates","Sir Alan Bates",1934-02-17,"male","http://dbpedia.org/resource/Zorba_the_Greek_(film)"
"http://dbpedia.org/resource/Alan_Bates","Sir Alan Bates","1934-2-17","male","http://dbpedia.org/resource/Zorba_the_Greek_(film)"
"http://dbpedia.org/resource/Alan_Bates","(CBE)",1934-02-17,"male","http://dbpedia.org/resource/Zorba_the_Greek_(film)"
"http://dbpedia.org/resource/Alan_Bates","(CBE)","1934-2-17","male","http://dbpedia.org/resource/Zorba_the_Greek_(film)"
"http://dbpedia.org/resource/Bill_Owen_(actor)","Bill Owen",1914-03-14,"male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Bill_Owen_(actor)","Bill Owen","1914-3-14","male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Bill_Owen_(actor)","(MBE)",1914-03-14,"male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Bill_Owen_(actor)","(MBE)","1914-3-14","male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Dorothy_McGuire","Dorothy McGuire",1916-06-14,"female","http://dbpedia.org/resource/Gentleman's_Agreement"
"http://dbpedia.org/resource/Dorothy_McGuire","Dorothy McGuire","1916-6-14","female","http://dbpedia.org/resource/Gentleman's_Agreement"
"http://dbpedia.org/resource/Harry_Dean_Stanton","Harry Dean Stanton",1926-07-14,"male","http://dbpedia.org/resource/The_Straight_Story"
"http://dbpedia.org/resource/Harry_Dean_Stanton","Harry Dean Stanton","1926-7-14","male","http://dbpedia.org/resource/The_Straight_Story"
"http://dbpedia.org/resource/James_Whitmore","James Whitmore",1921-10-01,"male","http://dbpedia.org/resource/Tora!_Tora!_Tora!"
"http://dbpedia.org/resource/James_Whitmore","James Whitmore","1921-10-1","male","http://dbpedia.org/resource/Tora!_Tora!_Tora!"
"http://dbpedia.org/resource/June_Foray","June Foray",1917-09-18,"female","http://dbpedia.org/resource/Mulan_(1998_film)"
"http://dbpedia.org/resource/June_Foray","June Foray","1917-9-18","female","http://dbpedia.org/resource/Mulan_(1998_film)"
"http://dbpedia.org/resource/Stuart_Wilson_(actor)","Stuart Wilson",1946-12-25,"male","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/Tomas_Milian","Tomas Milian",1933-03-03,"male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Tomas_Milian","Tomas Milian","1933-3-3","male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Tomas_Milian","Tomás Milián",1933-03-03,"male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Tomas_Milian","Tomás Milián","1933-3-3","male","http://dbpedia.org/resource/Traffic_(2000_film)"
"http://dbpedia.org/resource/Angela_Lansbury","Angela Lansbury",1925-10-16,"female","http://dbpedia.org/resource/The_Manchurian_Candidate_(1962_film)"
"http://dbpedia.org/resource/Angela_Lansbury","Dame Angela Lansbury",1925-10-16,"female","http://dbpedia.org/resource/The_Manchurian_Candidate_(1962_film)"
"http://dbpedia.org/resource/Ben_Kingsley","Ben Kingsley",1943-12-31,"male","http://dbpedia.org/resource/Betrayal_(1983_film)"
"http://dbpedia.org/resource/Bernard_Hill","Bernard Hill",1944-12-17,"male","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/Carroll_Baker","Carroll Baker",1931-05-28,"female","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/Carroll_Baker","Carroll Baker","1931-5-28","female","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/Denholm_Elliott","Denholm Elliott",1922-05-31,"male","http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade"
"http://dbpedia.org/resource/Denholm_Elliott","Denholm Elliott","1922-5-31","male","http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade"
"http://dbpedia.org/resource/Ed_Harris","Ed Harris",1950-11-28,"male","http://dbpedia.org/resource/The_Rock_(film)"
"http://dbpedia.org/resource/Edward_G._Robinson","Edward G. Robinson",1893-12-12,"male","http://dbpedia.org/resource/Soylent_Green"
"http://dbpedia.org/resource/Ethan_Hawke","Ethan Hawke",1970-11-06,"male","http://dbpedia.org/resource/Gattaca"
"http://dbpedia.org/resource/Ethan_Hawke","Ethan Hawke","1970-11-6","male","http://dbpedia.org/resource/Gattaca"
"http://dbpedia.org/resource/Horst_Buchholz","Horst Buchholz",1933-12-04,"male","http://dbpedia.org/resource/The_Magnificent_Seven"
"http://dbpedia.org/resource/Horst_Buchholz","Horst Buchholz","1933-12-4","male","http://dbpedia.org/resource/The_Magnificent_Seven"
"http://dbpedia.org/resource/Jean_Simmons","Jean Simmons",1929-01-31,"female","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/Jean_Simmons","Jean Simmons","1929-1-31","female","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/Jean_Simmons","Jean Simmons",1929-01-31,"female","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/Jean_Simmons","Jean Simmons","1929-1-31","female","http://dbpedia.org/resource/The_Big_Country"
