"f","fname","dir","music","writer","country","lang"
"http://dbpedia.org/resource/Paradise_(2013_film)","Paradise","http://dbpedia.org/resource/Diablo_Cody","http://dbpedia.org/resource/Rachel_Portman","http://dbpedia.org/resource/Diablo_Cody","United States","English"
"http://dbpedia.org/resource/Paradise_(2016_film)","Paradise","http://dbpedia.org/resource/Andrei_Konchalovsky","http://dbpedia.org/resource/Sergey_Shustitsky","http://dbpedia.org/resource/Andrei_Konchalovsky","Germany","German"
"http://dbpedia.org/resource/Paradise_(2016_film)","Paradise","http://dbpedia.org/resource/Andrei_Konchalovsky","http://dbpedia.org/resource/Sergey_Shustitsky","http://dbpedia.org/resource/Elena_Kiseleva","Germany","German"
"http://dbpedia.org/resource/Paradise_(2016_film)","Paradise","http://dbpedia.org/resource/Andrei_Konchalovsky","http://dbpedia.org/resource/Sergey_Shustitsky","http://dbpedia.org/resource/Andrei_Konchalovsky","Russia","German"
"http://dbpedia.org/resource/Paradise_(2016_film)","Paradise","http://dbpedia.org/resource/Andrei_Konchalovsky","http://dbpedia.org/resource/Sergey_Shustitsky","http://dbpedia.org/resource/Elena_Kiseleva","Russia","German"
"http://dbpedia.org/resource/Paradise_(2016_film)","Paradise","http://dbpedia.org/resource/Andrei_Konchalovsky","http://dbpedia.org/resource/Sergey_Shustitsky","http://dbpedia.org/resource/Andrei_Konchalovsky","Germany","Russian"
"http://dbpedia.org/resource/Paradise_(2016_film)","Paradise","http://dbpedia.org/resource/Andrei_Konchalovsky","http://dbpedia.org/resource/Sergey_Shustitsky","http://dbpedia.org/resource/Elena_Kiseleva","Germany","Russian"
"http://dbpedia.org/resource/Paradise_(2016_film)","Paradise","http://dbpedia.org/resource/Andrei_Konchalovsky","http://dbpedia.org/resource/Sergey_Shustitsky","http://dbpedia.org/resource/Andrei_Konchalovsky","Russia","Russian"
"http://dbpedia.org/resource/Paradise_(2016_film)","Paradise","http://dbpedia.org/resource/Andrei_Konchalovsky","http://dbpedia.org/resource/Sergey_Shustitsky","http://dbpedia.org/resource/Elena_Kiseleva","Russia","Russian"
"http://dbpedia.org/resource/Party_Girl_(2014_film)","Party Girl","http://dbpedia.org/resource/Claire_Burger","http://dbpedia.org/resource/C'est_si_bon","http://dbpedia.org/resource/Claire_Burger","France","French"
"http://dbpedia.org/resource/Party_Girl_(2014_film)","Party Girl","http://dbpedia.org/resource/Claire_Burger","http://dbpedia.org/resource/C'est_si_bon","http://dbpedia.org/resource/Marie_Amachoukeli","France","French"
"http://dbpedia.org/resource/Party_Girl_(2014_film)","Party Girl","http://dbpedia.org/resource/Claire_Burger","http://dbpedia.org/resource/C'est_si_bon","http://dbpedia.org/resource/Samuel_Theis","France","French"
"http://dbpedia.org/resource/Party_Girl_(2014_film)","Party Girl","http://dbpedia.org/resource/Marie_Amachoukeli","http://dbpedia.org/resource/C'est_si_bon","http://dbpedia.org/resource/Claire_Burger","France","French"
"http://dbpedia.org/resource/Party_Girl_(2014_film)","Party Girl","http://dbpedia.org/resource/Marie_Amachoukeli","http://dbpedia.org/resource/C'est_si_bon","http://dbpedia.org/resource/Marie_Amachoukeli","France","French"
"http://dbpedia.org/resource/Party_Girl_(2014_film)","Party Girl","http://dbpedia.org/resource/Marie_Amachoukeli","http://dbpedia.org/resource/C'est_si_bon","http://dbpedia.org/resource/Samuel_Theis","France","French"
"http://dbpedia.org/resource/Party_Girl_(2014_film)","Party Girl","http://dbpedia.org/resource/Samuel_Theis","http://dbpedia.org/resource/C'est_si_bon","http://dbpedia.org/resource/Claire_Burger","France","French"
"http://dbpedia.org/resource/Party_Girl_(2014_film)","Party Girl","http://dbpedia.org/resource/Samuel_Theis","http://dbpedia.org/resource/C'est_si_bon","http://dbpedia.org/resource/Marie_Amachoukeli","France","French"
"http://dbpedia.org/resource/Party_Girl_(2014_film)","Party Girl","http://dbpedia.org/resource/Samuel_Theis","http://dbpedia.org/resource/C'est_si_bon","http://dbpedia.org/resource/Samuel_Theis","France","French"
"http://dbpedia.org/resource/Petersen_(film)","Petersen","http://dbpedia.org/resource/Tim_Burstall","http://dbpedia.org/resource/Peter_Best_(composer)","http://dbpedia.org/resource/David_Williamson","Australia","English"
"http://dbpedia.org/resource/Pixels_(2015_film)","Pixels","http://dbpedia.org/resource/Chris_Columbus_(filmmaker)","http://dbpedia.org/resource/Henry_Jackman","http://dbpedia.org/resource/Tim_Herlihy","* United States
* China","English"
"http://dbpedia.org/resource/Possums_(film)","Possums","http://dbpedia.org/resource/Max_Burnett","http://dbpedia.org/resource/Justin_Burnett","http://dbpedia.org/resource/Max_Burnett","United States","English"
"http://dbpedia.org/resource/Pride_(2007_film)","Pride","http://dbpedia.org/resource/Sunu_Gonera","http://dbpedia.org/resource/Aaron_Zigman","http://dbpedia.org/resource/J._Mills_Goodloe","United States","English"
"http://dbpedia.org/resource/Pride_(2007_film)","Pride","http://dbpedia.org/resource/Sunu_Gonera","http://dbpedia.org/resource/Aaron_Zigman","http://dbpedia.org/resource/Kevin_Michael_Smith","United States","English"
"http://dbpedia.org/resource/Pride_(2007_film)","Pride","http://dbpedia.org/resource/Sunu_Gonera","http://dbpedia.org/resource/Aaron_Zigman","http://dbpedia.org/resource/Michael_Gozzard","United States","English"
"http://dbpedia.org/resource/Quiet_City_(film)","Quiet City","http://dbpedia.org/resource/Aaron_Katz_(filmmaker)","http://dbpedia.org/resource/Keegan_DeWitt","http://dbpedia.org/resource/Cris_Lankenau","United States","English"
"http://dbpedia.org/resource/Quiet_City_(film)","Quiet City","http://dbpedia.org/resource/Aaron_Katz_(filmmaker)","http://dbpedia.org/resource/Keegan_DeWitt","http://dbpedia.org/resource/Aaron_Katz_(filmmaker)","United States","English"
"http://dbpedia.org/resource/Rangeela_(film)","Rangeela","http://dbpedia.org/resource/Ram_Gopal_Varma","http://dbpedia.org/resource/A._R._Rahman","http://dbpedia.org/resource/Sanjay_Chhel","India","Hindi"
"http://dbpedia.org/resource/Rangeela_(film)","Rangeela","http://dbpedia.org/resource/Ram_Gopal_Varma","http://dbpedia.org/resource/A._R._Rahman","http://dbpedia.org/resource/Ram_Gopal_Varma","India","Hindi"
"http://dbpedia.org/resource/Rangeela_(film)","Rangeela","http://dbpedia.org/resource/Ram_Gopal_Varma","http://dbpedia.org/resource/A._R._Rahman","http://dbpedia.org/resource/Neeraj_Vora","India","Hindi"
"http://dbpedia.org/resource/Rat_(film)","Rat","http://dbpedia.org/resource/Steve_Barron","http://dbpedia.org/resource/Bob_Geldof","http://dbpedia.org/resource/Wesley_Burrowes","Ireland","English"
"http://dbpedia.org/resource/Rat_(film)","Rat","http://dbpedia.org/resource/Steve_Barron","http://dbpedia.org/resource/Bob_Geldof","http://dbpedia.org/resource/Wesley_Burrowes","United Kingdom","English"
"http://dbpedia.org/resource/Rat_(film)","Rat","http://dbpedia.org/resource/Steve_Barron","http://dbpedia.org/resource/Pete_Briquette","http://dbpedia.org/resource/Wesley_Burrowes","Ireland","English"
"http://dbpedia.org/resource/Rat_(film)","Rat","http://dbpedia.org/resource/Steve_Barron","http://dbpedia.org/resource/Pete_Briquette","http://dbpedia.org/resource/Wesley_Burrowes","United Kingdom","English"
"http://dbpedia.org/resource/Red_Sky_at_Morning_(1971_film)","Red Sky at Morning","http://dbpedia.org/resource/James_Goldstone","http://dbpedia.org/resource/Billy_Goldenberg","http://dbpedia.org/resource/Richard_Bradford_(novelist)","United States","English"
"http://dbpedia.org/resource/Red_Sky_at_Morning_(1971_film)","Red Sky at Morning","http://dbpedia.org/resource/James_Goldstone","http://dbpedia.org/resource/Billy_Goldenberg","http://dbpedia.org/resource/Marguerite_Roberts","United States","English"
"http://dbpedia.org/resource/Red_Sky_at_Morning_(1971_film)","Red Sky at Morning","http://dbpedia.org/resource/James_Goldstone","http://dbpedia.org/resource/The_Andrews_Sisters","http://dbpedia.org/resource/Richard_Bradford_(novelist)","United States","English"
"http://dbpedia.org/resource/Red_Sky_at_Morning_(1971_film)","Red Sky at Morning","http://dbpedia.org/resource/James_Goldstone","http://dbpedia.org/resource/The_Andrews_Sisters","http://dbpedia.org/resource/Marguerite_Roberts","United States","English"
"http://dbpedia.org/resource/Red_Tails","Red Tails","http://dbpedia.org/resource/Anthony_Hemingway","http://dbpedia.org/resource/Terence_Blanchard","http://dbpedia.org/resource/Aaron_McGruder","United States","English"
"http://dbpedia.org/resource/Red_Tails","Red Tails","http://dbpedia.org/resource/Anthony_Hemingway","http://dbpedia.org/resource/Terence_Blanchard","http://dbpedia.org/resource/John_Ridley","United States","English"
"http://dbpedia.org/resource/Resident_Evil_(film)","Resident Evil","http://dbpedia.org/resource/Paul_W._S._Anderson","http://dbpedia.org/resource/Marilyn_Manson","http://dbpedia.org/resource/Paul_W._S._Anderson","*United Kingdom
*Germany
*France","English"
"http://dbpedia.org/resource/Resident_Evil_(film)","Resident Evil","http://dbpedia.org/resource/Paul_W._S._Anderson","http://dbpedia.org/resource/Marco_Beltrami","http://dbpedia.org/resource/Paul_W._S._Anderson","*United Kingdom
*Germany
*France","English"
"http://dbpedia.org/resource/Rimfire_(film)","Rimfire","http://dbpedia.org/resource/B._Reeves_Eason","http://dbpedia.org/resource/Walter_Greene","http://dbpedia.org/resource/Arthur_St._Claire_(writer)","United States","English"
"http://dbpedia.org/resource/Rimfire_(film)","Rimfire","http://dbpedia.org/resource/B._Reeves_Eason","http://dbpedia.org/resource/Walter_Greene","http://dbpedia.org/resource/Frank_Wisbar","United States","English"
"http://dbpedia.org/resource/Rimfire_(film)","Rimfire","http://dbpedia.org/resource/B._Reeves_Eason","http://dbpedia.org/resource/Walter_Greene","http://dbpedia.org/resource/Ron_Ormond","United States","English"
"http://dbpedia.org/resource/Road_Show_(film)","Road Show","http://dbpedia.org/resource/Hal_Roach","http://dbpedia.org/resource/George_Stoll","http://dbpedia.org/resource/Eric_S._Hatch","United States","English"
"http://dbpedia.org/resource/Road_Show_(film)","Road Show","http://dbpedia.org/resource/Hal_Roach","http://dbpedia.org/resource/George_Stoll","http://dbpedia.org/resource/Harry_Langdon","United States","English"
"http://dbpedia.org/resource/Road_Show_(film)","Road Show","http://dbpedia.org/resource/Hal_Roach","http://dbpedia.org/resource/George_Stoll","http://dbpedia.org/resource/Arnold_Belgard","United States","English"
"http://dbpedia.org/resource/Road_Show_(film)","Road Show","http://dbpedia.org/resource/Hal_Roach","http://dbpedia.org/resource/George_Stoll","http://dbpedia.org/resource/Mickell_Novack","United States","English"
"http://dbpedia.org/resource/Robotech:_The_Movie","Robotech: The Movie","http://dbpedia.org/resource/Noboru_Ishiguro","http://dbpedia.org/resource/Ulpio_Minucci","http://dbpedia.org/resource/Ardwight_Chamberlain","Japan","English"
"http://dbpedia.org/resource/Robotech:_The_Movie","Robotech: The Movie","http://dbpedia.org/resource/Noboru_Ishiguro","http://dbpedia.org/resource/Ulpio_Minucci","http://dbpedia.org/resource/Ardwight_Chamberlain","United States","English"
"http://dbpedia.org/resource/Robotech:_The_Movie","Robotech: The Movie","http://dbpedia.org/resource/Carl_Macek","http://dbpedia.org/resource/Ulpio_Minucci","http://dbpedia.org/resource/Ardwight_Chamberlain","Japan","English"
"http://dbpedia.org/resource/Robotech:_The_Movie","Robotech: The Movie","http://dbpedia.org/resource/Carl_Macek","http://dbpedia.org/resource/Ulpio_Minucci","http://dbpedia.org/resource/Ardwight_Chamberlain","United States","English"
"http://dbpedia.org/resource/Roja","Roja","http://dbpedia.org/resource/Mani_Ratnam","http://dbpedia.org/resource/A._R._Rahman","http://dbpedia.org/resource/Sujatha_Rangarajan","India","Tamil"
"http://dbpedia.org/resource/Roja","Roja","http://dbpedia.org/resource/Mani_Ratnam","http://dbpedia.org/resource/A._R._Rahman","http://dbpedia.org/resource/Mani_Ratnam","India","Tamil"
"http://dbpedia.org/resource/Rope_(film)","Rope","http://dbpedia.org/resource/Alfred_Hitchcock","http://dbpedia.org/resource/Francis_Poulenc","http://dbpedia.org/resource/Arthur_Laurents","United States","English"
"http://dbpedia.org/resource/Rope_(film)","Rope","http://dbpedia.org/resource/Alfred_Hitchcock","http://dbpedia.org/resource/David_Buttolph","http://dbpedia.org/resource/Arthur_Laurents","United States","English"
"http://dbpedia.org/resource/Rope_(film)","Rope","http://dbpedia.org/resource/Alfred_Hitchcock","http://dbpedia.org/resource/Leo_F._Forbstein","http://dbpedia.org/resource/Arthur_Laurents","United States","English"
"http://dbpedia.org/resource/Russian_Roulette_(film)","Russian Roulette","http://dbpedia.org/resource/Lou_Lombardo_(filmmaker)","http://dbpedia.org/resource/Michael_J._Lewis","http://dbpedia.org/resource/Arnold_Margolin","Canada","English"
"http://dbpedia.org/resource/Russian_Roulette_(film)","Russian Roulette","http://dbpedia.org/resource/Lou_Lombardo_(filmmaker)","http://dbpedia.org/resource/Michael_J._Lewis","http://dbpedia.org/resource/Stanley_Mann","Canada","English"
"http://dbpedia.org/resource/Russian_Roulette_(film)","Russian Roulette","http://dbpedia.org/resource/Lou_Lombardo_(filmmaker)","http://dbpedia.org/resource/Michael_J._Lewis","http://dbpedia.org/resource/Jack_Trolley","Canada","English"
"http://dbpedia.org/resource/Russian_Roulette_(film)","Russian Roulette","http://dbpedia.org/resource/Lou_Lombardo_(filmmaker)","http://dbpedia.org/resource/Michael_J._Lewis","http://dbpedia.org/resource/Tom_Ardies","Canada","English"
"http://dbpedia.org/resource/Russian_Roulette_(film)","Russian Roulette","http://dbpedia.org/resource/Lou_Lombardo_(filmmaker)","http://dbpedia.org/resource/Michael_J._Lewis","http://dbpedia.org/resource/Arnold_Margolin","United Kingdom","English"
"http://dbpedia.org/resource/Russian_Roulette_(film)","Russian Roulette","http://dbpedia.org/resource/Lou_Lombardo_(filmmaker)","http://dbpedia.org/resource/Michael_J._Lewis","http://dbpedia.org/resource/Stanley_Mann","United Kingdom","English"
"http://dbpedia.org/resource/Russian_Roulette_(film)","Russian Roulette","http://dbpedia.org/resource/Lou_Lombardo_(filmmaker)","http://dbpedia.org/resource/Michael_J._Lewis","http://dbpedia.org/resource/Jack_Trolley","United Kingdom","English"
"http://dbpedia.org/resource/Russian_Roulette_(film)","Russian Roulette","http://dbpedia.org/resource/Lou_Lombardo_(filmmaker)","http://dbpedia.org/resource/Michael_J._Lewis","http://dbpedia.org/resource/Tom_Ardies","United Kingdom","English"
"http://dbpedia.org/resource/Salvation!_(1987_film)","Salvation!","http://dbpedia.org/resource/Scott_B_and_Beth_B","http://dbpedia.org/resource/New_Order_(band)","http://dbpedia.org/resource/Scott_B_and_Beth_B","United States","English"
"http://dbpedia.org/resource/Satyricon_(1969_Polidoro_film)","Satyricon","http://dbpedia.org/resource/Gian_Luigi_Polidoro","http://dbpedia.org/resource/Carlo_Rustichelli","http://dbpedia.org/resource/Rodolfo_Sonego","Italy","Italian"
"http://dbpedia.org/resource/School's_Out_(1930_film)","School's Out","http://dbpedia.org/resource/Robert_F._McGowan","http://dbpedia.org/resource/Leroy_Shield","http://dbpedia.org/resource/H._M._Walker","United States","English"
"http://dbpedia.org/resource/School's_Out_(1930_film)","School's Out","http://dbpedia.org/resource/Robert_F._McGowan","http://dbpedia.org/resource/Marvin_Hatley","http://dbpedia.org/resource/H._M._Walker","United States","English"
"http://dbpedia.org/resource/Sea_Legs_(film)","Sea Legs","http://dbpedia.org/resource/Victor_Heerman","http://dbpedia.org/resource/Ralph_Rainger","http://dbpedia.org/resource/George_Marion_Jr.","United States","English"
"http://dbpedia.org/resource/Secret_(2007_film)","Secret","http://dbpedia.org/resource/Jay_Chou","http://dbpedia.org/resource/Jay_Chou","http://dbpedia.org/resource/Jay_Chou","Taiwan","Mandarin"
"http://dbpedia.org/resource/Secret_(2007_film)","Secret","http://dbpedia.org/resource/Jay_Chou","http://dbpedia.org/resource/Jay_Chou","http://dbpedia.org/resource/To_Chi-long","Taiwan","Mandarin"
"http://dbpedia.org/resource/Secret_(2007_film)","Secret","http://dbpedia.org/resource/Jay_Chou","http://dbpedia.org/resource/Terdsak_Janpan","http://dbpedia.org/resource/Jay_Chou","Taiwan","Mandarin"
"http://dbpedia.org/resource/Secret_(2007_film)","Secret","http://dbpedia.org/resource/Jay_Chou","http://dbpedia.org/resource/Terdsak_Janpan","http://dbpedia.org/resource/To_Chi-long","Taiwan","Mandarin"
"http://dbpedia.org/resource/Secrets_(1933_film)","Secrets","http://dbpedia.org/resource/Frank_Borzage","http://dbpedia.org/resource/Alfred_Newman_(composer)","http://dbpedia.org/resource/Salisbury_Field","United States","English"
"http://dbpedia.org/resource/Secrets_(1933_film)","Secrets","http://dbpedia.org/resource/Frank_Borzage","http://dbpedia.org/resource/Alfred_Newman_(composer)","http://dbpedia.org/resource/Frances_Marion","United States","English"
"http://dbpedia.org/resource/Secrets_(1933_film)","Secrets","http://dbpedia.org/resource/Frank_Borzage","http://dbpedia.org/resource/Alfred_Newman_(composer)","http://dbpedia.org/resource/May_Edginton","United States","English"
"http://dbpedia.org/resource/Secrets_(1933_film)","Secrets","http://dbpedia.org/resource/Frank_Borzage","http://dbpedia.org/resource/Alfred_Newman_(composer)","http://dbpedia.org/resource/Leonard_Praskins","United States","English"
"http://dbpedia.org/resource/Secrets_(1933_film)","Secrets","http://dbpedia.org/resource/Frank_Borzage","http://dbpedia.org/resource/Alfred_Newman_(composer)","http://dbpedia.org/resource/Rudolph_Besier","United States","English"
"http://dbpedia.org/resource/Seven_Days_in_May","Seven Days in May","http://dbpedia.org/resource/John_Frankenheimer","http://dbpedia.org/resource/Jerry_Goldsmith","http://dbpedia.org/resource/Rod_Serling","United States","English"
"http://dbpedia.org/resource/Sex_and_the_City_(film)","Sex and the City","http://dbpedia.org/resource/Michael_Patrick_King","http://dbpedia.org/resource/Aaron_Zigman","http://dbpedia.org/resource/Michael_Patrick_King","United States","English"
"http://dbpedia.org/resource/Shadow_Dancer_(film)","Shadow Dancer","http://dbpedia.org/resource/James_Marsh_(director)","http://dbpedia.org/resource/Dickon_Hinchliffe","http://dbpedia.org/resource/Tom_Bradby","Ireland","English"
"http://dbpedia.org/resource/Shadow_Dancer_(film)","Shadow Dancer","http://dbpedia.org/resource/James_Marsh_(director)","http://dbpedia.org/resource/Dickon_Hinchliffe","http://dbpedia.org/resource/Tom_Bradby","United Kingdom","English"
"http://dbpedia.org/resource/Sin_Nombre_(2009_film)","Sin Nombre","http://dbpedia.org/resource/Cary_Fukunaga","http://dbpedia.org/resource/Marcelo_Zarvos","http://dbpedia.org/resource/Cary_Fukunaga","Mexico","Spanish"
"http://dbpedia.org/resource/Sin_Nombre_(2009_film)","Sin Nombre","http://dbpedia.org/resource/Cary_Fukunaga","http://dbpedia.org/resource/Marcelo_Zarvos","http://dbpedia.org/resource/Cary_Fukunaga","United States","Spanish"
"http://dbpedia.org/resource/Sinister_(film)","Sinister","http://dbpedia.org/resource/Scott_Derrickson","http://dbpedia.org/resource/Christopher_Young","http://dbpedia.org/resource/C._Robert_Cargill","* United States
* Canada
* United Kingdom","* English
* French
* Portuguese"
"http://dbpedia.org/resource/Sinister_2","Sinister 2","http://dbpedia.org/resource/Ciaran_Foy","http://dbpedia.org/resource/Tomandandy","http://dbpedia.org/resource/C._Robert_Cargill","United States","English"
"http://dbpedia.org/resource/Sky_High_(2003_film)","Sky High","http://dbpedia.org/resource/Ryuhei_Kitamura","http://dbpedia.org/resource/Nobuhiko_Morino","http://dbpedia.org/resource/Tsutomu_Takahashi","Japan","Japanese"
"http://dbpedia.org/resource/Sky_High_(2003_film)","Sky High","http://dbpedia.org/resource/Ryuhei_Kitamura","http://dbpedia.org/resource/Nobuhiko_Morino","http://dbpedia.org/resource/Isao_Kiriyama","Japan","Japanese"
"http://dbpedia.org/resource/Something_to_Live_For_(film)","Something to Live For","http://dbpedia.org/resource/George_Stevens","http://dbpedia.org/resource/Victor_Young","http://dbpedia.org/resource/Dwight_Taylor_(writer)","United States","English"
"http://dbpedia.org/resource/Soup_to_Nuts","Soup to Nuts","http://dbpedia.org/resource/Benjamin_Stoloff","http://dbpedia.org/resource/Cliff_Friend","http://dbpedia.org/resource/Rube_Goldberg","United States","English"
"http://dbpedia.org/resource/Space_Sheriff_Gavan:_The_Movie","Space Sheriff Gavan: The Movie","http://dbpedia.org/resource/Osamu_Kaneda","http://dbpedia.org/resource/Kousuke_Yamashita","http://dbpedia.org/resource/Yūji_Kobayashi","Japan","Japanese"
"http://dbpedia.org/resource/Space_Sheriff_Gavan:_The_Movie","Space Sheriff Gavan: The Movie","http://dbpedia.org/resource/Osamu_Kaneda","http://dbpedia.org/resource/Michiaki_Watanabe","http://dbpedia.org/resource/Yūji_Kobayashi","Japan","Japanese"
"http://dbpedia.org/resource/Special_Delivery_(1976_film)","Special Delivery","http://dbpedia.org/resource/Paul_Wendkos","http://dbpedia.org/resource/Lalo_Schifrin","http://dbpedia.org/resource/Gilbert_Ralston","United States","English"
"http://dbpedia.org/resource/Special_Delivery_(1976_film)","Special Delivery","http://dbpedia.org/resource/Paul_Wendkos","http://dbpedia.org/resource/Lalo_Schifrin","http://dbpedia.org/resource/James_Edward_Grant","United States","English"
"http://dbpedia.org/resource/Special_Delivery_(1976_film)","Special Delivery","http://dbpedia.org/resource/Paul_Wendkos","http://dbpedia.org/resource/Lalo_Schifrin","http://dbpedia.org/resource/Don_Gazzaniga","United States","English"
"http://dbpedia.org/resource/Special_Delivery_(1976_film)","Special Delivery","http://dbpedia.org/resource/Paul_Wendkos","http://dbpedia.org/resource/Lalo_Schifrin","http://dbpedia.org/resource/John_Melson","United States","English"
"http://dbpedia.org/resource/Spectre_(2015_film)","Spectre","http://dbpedia.org/resource/Sam_Mendes","http://dbpedia.org/resource/Thomas_Newman","http://dbpedia.org/resource/John_Logan_(writer)","* United Kingdom
* United States","*English
*Spanish
*Italian
*German"
"http://dbpedia.org/resource/Spectre_(2015_film)","Spectre","http://dbpedia.org/resource/Sam_Mendes","http://dbpedia.org/resource/Thomas_Newman","http://dbpedia.org/resource/Jez_Butterworth","* United Kingdom
* United States","*English
*Spanish
*Italian
*German"
"http://dbpedia.org/resource/Spectre_(2015_film)","Spectre","http://dbpedia.org/resource/Sam_Mendes","http://dbpedia.org/resource/Thomas_Newman","http://dbpedia.org/resource/Neal_Purvis_and_Robert_Wade","* United Kingdom
* United States","*English
*Spanish
*Italian
*German"
"http://dbpedia.org/resource/Spring_Fever_(1982_film)","Spring Fever","http://dbpedia.org/resource/Joseph_L._Scanlan","http://dbpedia.org/resource/Fred_Mollin","http://dbpedia.org/resource/Stuart_Gillard","Canada","English"
"http://dbpedia.org/resource/Spring_Fever_(1982_film)","Spring Fever","http://dbpedia.org/resource/Joseph_L._Scanlan","http://dbpedia.org/resource/Fred_Mollin","http://dbpedia.org/resource/Stuart_Gillard","United States","English"
"http://dbpedia.org/resource/Stage_Fright_(1950_film)","Stage Fright","http://dbpedia.org/resource/Alfred_Hitchcock","http://dbpedia.org/resource/Leighton_Lucas","http://dbpedia.org/resource/Ranald_MacDougall","United Kingdom","English"
"http://dbpedia.org/resource/Stage_Fright_(1950_film)","Stage Fright","http://dbpedia.org/resource/Alfred_Hitchcock","http://dbpedia.org/resource/Leighton_Lucas","http://dbpedia.org/resource/Whitfield_Cook","United Kingdom","English"
"http://dbpedia.org/resource/Stage_Fright_(1987_film)","Stage Fright","http://dbpedia.org/resource/Michele_Soavi","http://dbpedia.org/resource/Stefano_Mainetti","http://dbpedia.org/resource/George_Eastman_(actor)","Italy","English"
"http://dbpedia.org/resource/Stage_Fright_(1987_film)","Stage Fright","http://dbpedia.org/resource/Michele_Soavi","http://dbpedia.org/resource/Stefano_Mainetti","http://dbpedia.org/resource/George_Eastman_(actor)","United States","English"
"http://dbpedia.org/resource/Stage_Fright_(1987_film)","Stage Fright","http://dbpedia.org/resource/Michele_Soavi","http://dbpedia.org/resource/Simon_Boswell","http://dbpedia.org/resource/George_Eastman_(actor)","Italy","English"
"http://dbpedia.org/resource/Stage_Fright_(1987_film)","Stage Fright","http://dbpedia.org/resource/Michele_Soavi","http://dbpedia.org/resource/Simon_Boswell","http://dbpedia.org/resource/George_Eastman_(actor)","United States","English"
"http://dbpedia.org/resource/Stage_Fright_(1997_film)","Stage Fright","http://dbpedia.org/resource/Steve_Box","http://dbpedia.org/resource/Julian_Nott","http://dbpedia.org/resource/Steve_Box","United Kingdom","English"
"http://dbpedia.org/resource/State_of_Emergency_(film)","State of Emergency","http://dbpedia.org/resource/Turner_Clay","http://dbpedia.org/resource/Turner_Clay","http://dbpedia.org/resource/Turner_Clay","United States","English"
"http://dbpedia.org/resource/Storm_Warning_(1951_film)","Storm Warning","http://dbpedia.org/resource/Stuart_Heisler","http://dbpedia.org/resource/Daniele_Amfitheatrof","http://dbpedia.org/resource/Richard_Brooks","United States","English"
"http://dbpedia.org/resource/Storm_Warning_(1951_film)","Storm Warning","http://dbpedia.org/resource/Stuart_Heisler","http://dbpedia.org/resource/Daniele_Amfitheatrof","http://dbpedia.org/resource/Daniel_Fuchs","United States","English"
"http://dbpedia.org/resource/Storm_Warning_(2007_film)","Storm Warning","http://dbpedia.org/resource/Jamie_Blanks","http://dbpedia.org/resource/Jamie_Blanks","http://dbpedia.org/resource/Everett_De_Roche","Australia","English"
"http://dbpedia.org/resource/Stormy_Waters_(film)","Stormy Waters","http://dbpedia.org/resource/Jean_Grémillon","http://dbpedia.org/resource/Alexis_Roland-Manuel","http://dbpedia.org/resource/Jacques_Prévert","France","French"
"http://dbpedia.org/resource/Stormy_Waters_(film)","Stormy Waters","http://dbpedia.org/resource/Jean_Grémillon","http://dbpedia.org/resource/Alexis_Roland-Manuel","http://dbpedia.org/resource/André_Cayatte","France","French"
"http://dbpedia.org/resource/Stormy_Waters_(film)","Remorques","http://dbpedia.org/resource/Jean_Grémillon","http://dbpedia.org/resource/Alexis_Roland-Manuel","http://dbpedia.org/resource/Jacques_Prévert","France","French"
"http://dbpedia.org/resource/Stormy_Waters_(film)","Remorques","http://dbpedia.org/resource/Jean_Grémillon","http://dbpedia.org/resource/Alexis_Roland-Manuel","http://dbpedia.org/resource/André_Cayatte","France","French"
"http://dbpedia.org/resource/Street_Fighter_(1994_film)","Street Fighter","http://dbpedia.org/resource/Steven_E._de_Souza","http://dbpedia.org/resource/Graeme_Revell","http://dbpedia.org/resource/Steven_E._de_Souza","Japan","English"
"http://dbpedia.org/resource/Street_Fighter_(1994_film)","Street Fighter","http://dbpedia.org/resource/Steven_E._de_Souza","http://dbpedia.org/resource/Graeme_Revell","http://dbpedia.org/resource/Steven_E._de_Souza","United States","English"
"http://dbpedia.org/resource/Stuck_(2001_film)","Stuck","http://dbpedia.org/resource/Jamie_Babbit","http://dbpedia.org/resource/Ethan_Gold","http://dbpedia.org/resource/Kelly_Souders","United States","English"
"http://dbpedia.org/resource/Submarine_(2010_film)","Submarine","http://dbpedia.org/resource/Richard_Ayoade","http://dbpedia.org/resource/Alex_Turner_(musician)","http://dbpedia.org/resource/Richard_Ayoade","United Kingdom","English"
"http://dbpedia.org/resource/Submarine_(2010_film)","Submarine","http://dbpedia.org/resource/Richard_Ayoade","http://dbpedia.org/resource/Alex_Turner_(musician)","http://dbpedia.org/resource/Richard_Ayoade","United States","English"
"http://dbpedia.org/resource/Submarine_(2010_film)","Submarine","http://dbpedia.org/resource/Richard_Ayoade","http://dbpedia.org/resource/Andrew_Hewitt","http://dbpedia.org/resource/Richard_Ayoade","United Kingdom","English"
"http://dbpedia.org/resource/Submarine_(2010_film)","Submarine","http://dbpedia.org/resource/Richard_Ayoade","http://dbpedia.org/resource/Andrew_Hewitt","http://dbpedia.org/resource/Richard_Ayoade","United States","English"
"http://dbpedia.org/resource/Sudden_Impact","Sudden Impact","http://dbpedia.org/resource/Clint_Eastwood","http://dbpedia.org/resource/Lalo_Schifrin","http://dbpedia.org/resource/Joseph_Stinson","United States","English"
