"w","writer","bdate","sexo","f"
"http://dbpedia.org/resource/Arnold_Bennett","Arnold Bennett",1867-05-27,"male","http://dbpedia.org/resource/Piccadilly_(film)"
"http://dbpedia.org/resource/Arnold_Bennett","Arnold Bennett","1867-5-27","male","http://dbpedia.org/resource/Piccadilly_(film)"
"http://dbpedia.org/resource/Billy_Wilder","Billy Wilder",1906-06-22,"male","http://dbpedia.org/resource/The_Apartment"
"http://dbpedia.org/resource/Billy_Wilder","Billy Wilder","1906-6-22","male","http://dbpedia.org/resource/The_Apartment"
"http://dbpedia.org/resource/Billy_Wilder","Billy Wilder",1906-06-22,"male","http://dbpedia.org/resource/The_Lost_Weekend_(film)"
"http://dbpedia.org/resource/Billy_Wilder","Billy Wilder","1906-6-22","male","http://dbpedia.org/resource/The_Lost_Weekend_(film)"
"http://dbpedia.org/resource/Elia_Kazan","Elia Kazan",1909-09-07,"male","http://dbpedia.org/resource/Gentleman's_Agreement"
"http://dbpedia.org/resource/Elia_Kazan","Elia Kazan","1909-9-7","male","http://dbpedia.org/resource/Gentleman's_Agreement"
"http://dbpedia.org/resource/Luc_Besson","Luc Besson",1959-03-18,"male","http://dbpedia.org/resource/Léon:_The_Professional"
"http://dbpedia.org/resource/Luc_Besson","Luc Besson","1959-3-18","male","http://dbpedia.org/resource/Léon:_The_Professional"
"http://dbpedia.org/resource/Moss_Hart","Moss Hart",1904-10-24,"male","http://dbpedia.org/resource/Gentleman's_Agreement"
"http://dbpedia.org/resource/Peter_Weir","Peter Weir",1944-08-21,"male","http://dbpedia.org/resource/Green_Card_(film)"
"http://dbpedia.org/resource/Peter_Weir","Peter Weir","1944-8-21","male","http://dbpedia.org/resource/Green_Card_(film)"
"http://dbpedia.org/resource/Tod_Browning","Tod Browning",1880-07-12,"male","http://dbpedia.org/resource/The_Blackbird"
"http://dbpedia.org/resource/Tod_Browning","Tod Browning","1880-7-12","male","http://dbpedia.org/resource/The_Blackbird"
"http://dbpedia.org/resource/Vladimir_Nabokov","Vladimir Nabokov","1899-4-10","male","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/William_Faulkner","William Faulkner",1897-09-25,"male","http://dbpedia.org/resource/Sanctuary_(1961_film)"
"http://dbpedia.org/resource/William_Faulkner","William Faulkner","1897-9-25","male","http://dbpedia.org/resource/Sanctuary_(1961_film)"
"http://dbpedia.org/resource/William_Goldman","William Goldman",1931-08-12,"male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/William_Goldman","William Goldman","1931-8-12","male","http://dbpedia.org/resource/The_Princess_Bride_(film)"
"http://dbpedia.org/resource/William_Shakespeare","William Shakespeare","1564-0-0","male","http://dbpedia.org/resource/As_You_Like_It_(1936_film)"
"http://dbpedia.org/resource/Wim_Wenders","Wim Wenders",1945-08-14,"male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Wim_Wenders","Wim Wenders","1945-8-14","male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Wim_Wenders","Wim Wenders",1945-08-14,"male","http://dbpedia.org/resource/Wings_of_Desire"
"http://dbpedia.org/resource/Wim_Wenders","Wim Wenders","1945-8-14","male","http://dbpedia.org/resource/Wings_of_Desire"
"http://dbpedia.org/resource/Woody_Allen","Woody Allen",1935-12-01,"male","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/Woody_Allen","Woody Allen","1935-12-1","male","http://dbpedia.org/resource/Everyone_Says_I_Love_You"
"http://dbpedia.org/resource/Babaloo_Mandel","Babaloo Mandel",1949-10-13,"male","http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film)"
"http://dbpedia.org/resource/Babaloo_Mandel","Babaloo Mandel",1949-11-13,"male","http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film)"
"http://dbpedia.org/resource/David_Hare_(playwright)","David Hare",1947-06-05,"male","http://dbpedia.org/resource/The_Reader_(2008_film)"
"http://dbpedia.org/resource/David_Hare_(playwright)","David Hare","1947-6-5","male","http://dbpedia.org/resource/The_Reader_(2008_film)"
"http://dbpedia.org/resource/David_Hare_(playwright)","Sir David Hare",1947-06-05,"male","http://dbpedia.org/resource/The_Reader_(2008_film)"
"http://dbpedia.org/resource/David_Hare_(playwright)","Sir David Hare","1947-6-5","male","http://dbpedia.org/resource/The_Reader_(2008_film)"
"http://dbpedia.org/resource/Jim_Vallely","Jim Vallely",1954-08-30,"male","http://dbpedia.org/resource/The_Missing_Link_(film)"
"http://dbpedia.org/resource/Jim_Vallely","Jim Vallely","1954-8-30","male","http://dbpedia.org/resource/The_Missing_Link_(film)"
"http://dbpedia.org/resource/Jim_Vallely","Jim Vallely",1954-08-30,"male","http://dbpedia.org/resource/The_Missing_Link_(film)"
"http://dbpedia.org/resource/Jim_Vallely","Jim Vallely","1954-8-30","male","http://dbpedia.org/resource/The_Missing_Link_(film)"
"http://dbpedia.org/resource/Leon_Uris","Leon Uris",1924-08-03,"male","http://dbpedia.org/resource/Battle_Cry_(film)"
"http://dbpedia.org/resource/Leon_Uris","Leon Uris","1924-8-3","male","http://dbpedia.org/resource/Battle_Cry_(film)"
"http://dbpedia.org/resource/Maher_Sabry","Maher Sabry","1967-4-11","male","http://dbpedia.org/resource/All_My_Life_(2008_film)"
"http://dbpedia.org/resource/Matthew_Chapman_(author)","Matthew Chapman","1950-9-2","male","http://dbpedia.org/resource/Consenting_Adults_(1992_film)"
"http://dbpedia.org/resource/Nanni_Moretti","Nanni Moretti",1953-08-19,"male","http://dbpedia.org/resource/April_(1998_film)"
"http://dbpedia.org/resource/Nanni_Moretti","Nanni Moretti","1953-8-19","male","http://dbpedia.org/resource/April_(1998_film)"
"http://dbpedia.org/resource/Rajiv_Joseph","Rajiv Joseph",1974-06-16,"male","http://dbpedia.org/resource/Army_of_One_(2016_film)"
"http://dbpedia.org/resource/Rajiv_Joseph","Rajiv Joseph","1974-6-16","male","http://dbpedia.org/resource/Army_of_One_(2016_film)"
"http://dbpedia.org/resource/Thomas_Meehan_(writer)","Thomas Meehan","1929-8-14","male","http://dbpedia.org/resource/To_Be_or_Not_to_Be_(1983_film)"
"http://dbpedia.org/resource/William_Archer_(critic)","William Archer","1856-9-23","male","http://dbpedia.org/resource/The_Green_Goddess_(1923_film)"
"http://dbpedia.org/resource/Oliver_Stone","Oliver Stone",1946-09-15,"male","http://dbpedia.org/resource/Wall_Street_(1987_film)"
"http://dbpedia.org/resource/Oliver_Stone","Oliver Stone","1946-9-15","male","http://dbpedia.org/resource/Wall_Street_(1987_film)"
"http://dbpedia.org/resource/David_Zucker_(filmmaker)","David Zucker",1947-10-16,"male","http://dbpedia.org/resource/BASEketball"
"http://dbpedia.org/resource/Fernanda_Torres","Fernanda Torres",1965-09-15,"female","http://dbpedia.org/resource/Redeemer_(2004_film)"
"http://dbpedia.org/resource/Fernanda_Torres","Fernanda Torres","1965-9-15","female","http://dbpedia.org/resource/Redeemer_(2004_film)"
"http://dbpedia.org/resource/Fernanda_Torres","Fernanda Torres",1965-09-15,"female","http://dbpedia.org/resource/Redeemer_(2004_film)"
"http://dbpedia.org/resource/Fernanda_Torres","Fernanda Torres","1965-9-15","female","http://dbpedia.org/resource/Redeemer_(2004_film)"
"http://dbpedia.org/resource/Jan_Hřebejk","Jan Hřebejk","1967-6-27","male","http://dbpedia.org/resource/Divided_We_Fall_(film)"
"http://dbpedia.org/resource/Mike_Figgis","Mike Figgis",1948-02-28,"male","http://dbpedia.org/resource/Leaving_Las_Vegas"
"http://dbpedia.org/resource/Mike_Figgis","Mike Figgis","1948-2-28","male","http://dbpedia.org/resource/Leaving_Las_Vegas"
"http://dbpedia.org/resource/Nikolai_Erdman","Nikolai Erdman",1900-11-16,"male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Nikolai_Erdman","Nikolai Erdman",1900-11-16,"male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Pupi_Avati","Pupi Avati",1938-11-03,"male","http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom"
"http://dbpedia.org/resource/Pupi_Avati","Pupi Avati","1938-11-3","male","http://dbpedia.org/resource/Salò,_or_the_120_Days_of_Sodom"
"http://dbpedia.org/resource/James_Vanderbilt","James Vanderbilt",1975-10-31,"male","http://dbpedia.org/resource/Darkness_Falls_(2003_film)"
"http://dbpedia.org/resource/Forrest_Halsey","Forrest Halsey",1877-11-09,"male","http://dbpedia.org/resource/The_Green_Goddess_(1923_film)"
"http://dbpedia.org/resource/Forrest_Halsey","Forrest Halsey","1877-11-9","male","http://dbpedia.org/resource/The_Green_Goddess_(1923_film)"
"http://dbpedia.org/resource/Grover_Jones","Grover Jones",1893-11-15,"male","http://dbpedia.org/resource/Take_Me_Home_(1928_film)"
"http://dbpedia.org/resource/Harvey_Gates","Harvey Gates",1894-01-19,"male","http://dbpedia.org/resource/Bull's_Eye_(serial)"
"http://dbpedia.org/resource/Harvey_Gates","Harvey Gates","1894-1-19","male","http://dbpedia.org/resource/Bull's_Eye_(serial)"
"http://dbpedia.org/resource/Peter_B._Kyne","Peter B. Kyne",1880-10-12,"male","http://dbpedia.org/resource/Marked_Men_(1919_film)"
"http://dbpedia.org/resource/Peter_B._Kyne","Peter Bernhard Kyne",1880-10-12,"male","http://dbpedia.org/resource/Marked_Men_(1919_film)"
"http://dbpedia.org/resource/Anthony_Shaffer_(writer)","Anthony Shaffer",1926-05-15,"male","http://dbpedia.org/resource/The_Wicker_Man_(1973_film)"
"http://dbpedia.org/resource/Anthony_Shaffer_(writer)","Anthony Shaffer","1926-5-15","male","http://dbpedia.org/resource/The_Wicker_Man_(1973_film)"
"http://dbpedia.org/resource/Anthony_Shaffer_(writer)","Anthony Shaffer",1926-05-15,"male","http://dbpedia.org/resource/Frenzy"
"http://dbpedia.org/resource/Anthony_Shaffer_(writer)","Anthony Shaffer","1926-5-15","male","http://dbpedia.org/resource/Frenzy"
"http://dbpedia.org/resource/Robert_W._Chambers","Robert W. Chambers",1865-05-26,"male","http://dbpedia.org/resource/Between_Friends_(1924_film)"
"http://dbpedia.org/resource/Robert_W._Chambers","Robert W. Chambers","1865-5-26","male","http://dbpedia.org/resource/Between_Friends_(1924_film)"
"http://dbpedia.org/resource/Robert_W._Chambers","Robert William Chambers",1865-05-26,"male","http://dbpedia.org/resource/Between_Friends_(1924_film)"
"http://dbpedia.org/resource/Robert_W._Chambers","Robert William Chambers","1865-5-26","male","http://dbpedia.org/resource/Between_Friends_(1924_film)"
"http://dbpedia.org/resource/Bert_Kalmar","Bert Kalmar",1884-02-10,"male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Bert_Kalmar","Bert Kalmar","1884-2-10","male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Richard_Schayer","Richard Schayer",1880-12-13,"male","http://dbpedia.org/resource/Top_Gun_(1955_film)"
"http://dbpedia.org/resource/Laird_Koenig","Laird Koenig","1927-9-24","male","http://dbpedia.org/resource/The_Little_Girl_Who_Lives_Down_the_Lane"
"http://dbpedia.org/resource/Clara_Beranger","Clara Beranger",1886-01-14,"female","http://dbpedia.org/resource/Blackbirds_(1920_film)"
"http://dbpedia.org/resource/Clara_Beranger","Clara Beranger","1886-1-14","female","http://dbpedia.org/resource/Blackbirds_(1920_film)"
"http://dbpedia.org/resource/Clara_Beranger","Clara S. Beranger",1886-01-14,"female","http://dbpedia.org/resource/Blackbirds_(1920_film)"
"http://dbpedia.org/resource/Clara_Beranger","Clara S. Beranger","1886-1-14","female","http://dbpedia.org/resource/Blackbirds_(1920_film)"
"http://dbpedia.org/resource/Eugene_Mullin","Eugene Mullin",1894-12-18,"male","http://dbpedia.org/resource/The_Third_Degree_(1919_film)"
"http://dbpedia.org/resource/James_Poe","James Poe",1921-10-04,"male","http://dbpedia.org/resource/Sanctuary_(1961_film)"
"http://dbpedia.org/resource/James_Poe","James Poe","1921-10-4","male","http://dbpedia.org/resource/Sanctuary_(1961_film)"
"http://dbpedia.org/resource/Jonathan_Schmock","Jonathan Schmock",1956-02-26,"male","http://dbpedia.org/resource/The_Missing_Link_(film)"
"http://dbpedia.org/resource/Jonathan_Schmock","Jonathan Schmock","1956-2-26","male","http://dbpedia.org/resource/The_Missing_Link_(film)"
"http://dbpedia.org/resource/Jonathan_Schmock","Jonathan Schmock",1956-02-26,"male","http://dbpedia.org/resource/The_Missing_Link_(film)"
"http://dbpedia.org/resource/Jonathan_Schmock","Jonathan Schmock","1956-2-26","male","http://dbpedia.org/resource/The_Missing_Link_(film)"
"http://dbpedia.org/resource/Winston_Miller","Winston Miller",1910-06-22,"male","http://dbpedia.org/resource/The_Aquarians"
"http://dbpedia.org/resource/Winston_Miller","Winston Miller","1910-6-22","male","http://dbpedia.org/resource/The_Aquarians"
"http://dbpedia.org/resource/Georgi_Djulgerov","Georgi Djulgerov",1943-09-30,"male","http://dbpedia.org/resource/Advantage_(film)"
"http://dbpedia.org/resource/Georgi_Djulgerov","Georgi Djulgerov","1943-9-30","male","http://dbpedia.org/resource/Advantage_(film)"
"http://dbpedia.org/resource/Jeff_Nichols","Jeff Nichols",1978-12-07,"male","http://dbpedia.org/resource/Mud_(2012_film)"
"http://dbpedia.org/resource/Jeff_Nichols","Jeff Nichols","1978-12-7","male","http://dbpedia.org/resource/Mud_(2012_film)"
"http://dbpedia.org/resource/Lev_Atamanov","Lev Atamanov",1905-02-21,"male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Lev_Atamanov","Lev Atamanov","1905-2-21","male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Lev_Atamanov","Лев Атаманов",1905-02-21,"male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Lev_Atamanov","Лев Атаманов","1905-2-21","male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Lev_Atamanov","Lev Atamanov",1905-02-21,"male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Lev_Atamanov","Lev Atamanov","1905-2-21","male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Lev_Atamanov","Лев Атаманов",1905-02-21,"male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Lev_Atamanov","Лев Атаманов","1905-2-21","male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Reginald_Fogwell","Reginald Fogwell",1893-11-23,"male","http://dbpedia.org/resource/Betrayal_(1932_film)"
"http://dbpedia.org/resource/Barbet_Schroeder","Barbet Schroeder",1941-08-26,"male","http://dbpedia.org/resource/La_Vallée_(film)"
"http://dbpedia.org/resource/Barbet_Schroeder","Barbet Schroeder","1941-8-26","male","http://dbpedia.org/resource/La_Vallée_(film)"
"http://dbpedia.org/resource/Bridget_Boland","Bridget Boland","1913-3-13","female","http://dbpedia.org/resource/Anne_of_the_Thousand_Days"
"http://dbpedia.org/resource/Buck_Henry","Buck Henry",1930-12-09,"male","http://dbpedia.org/resource/The_Graduate"
"http://dbpedia.org/resource/Buck_Henry","Buck Henry","1930-12-9","male","http://dbpedia.org/resource/The_Graduate"
"http://dbpedia.org/resource/Michael_Moore","Michael Moore",1954-04-23,"male","http://dbpedia.org/resource/Capitalism:_A_Love_Story"
"http://dbpedia.org/resource/Michael_Moore","Michael Moore","1954-4-23","male","http://dbpedia.org/resource/Capitalism:_A_Love_Story"
"http://dbpedia.org/resource/Michael_Powell","Michael Powell",1905-09-30,"male","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/Michael_Powell","Michael Powell","1905-9-30","male","http://dbpedia.org/resource/Black_Narcissus"
"http://dbpedia.org/resource/Richard_Kelly_(director)","Richard Kelly",1975-03-28,"male","http://dbpedia.org/resource/Donnie_Darko"
"http://dbpedia.org/resource/Richard_Kelly_(director)","Richard Kelly","1975-3-28","male","http://dbpedia.org/resource/Donnie_Darko"
"http://dbpedia.org/resource/Bill_Murray","Bill Murray",1950-09-21,"male","http://dbpedia.org/resource/The_Razor's_Edge_(1984_film)"
"http://dbpedia.org/resource/Bill_Murray","Bill Murray","1950-9-21","male","http://dbpedia.org/resource/The_Razor's_Edge_(1984_film)"
"http://dbpedia.org/resource/John_Hughes_(filmmaker)","John Hughes",1950-02-18,"male","http://dbpedia.org/resource/The_Breakfast_Club"
"http://dbpedia.org/resource/John_Hughes_(filmmaker)","John Hughes","1950-2-18","male","http://dbpedia.org/resource/The_Breakfast_Club"
"http://dbpedia.org/resource/Rod_Serling","Rod Serling",1924-12-25,"male","http://dbpedia.org/resource/Patterns_(film)"
"http://dbpedia.org/resource/Jim_Taylor_(writer)","Jim Taylor","1963-1-1","male","http://dbpedia.org/resource/Sideways"
"http://dbpedia.org/resource/Margarethe_von_Trotta","Margarethe von Trotta",1942-02-21,"female","http://dbpedia.org/resource/Coup_de_Grâce_(1976_film)"
"http://dbpedia.org/resource/Margarethe_von_Trotta","Margarethe von Trotta","1942-2-21","female","http://dbpedia.org/resource/Coup_de_Grâce_(1976_film)"
"http://dbpedia.org/resource/Prakash_Raj","Prakash Raj",1965-03-26,"male","http://dbpedia.org/resource/Dhoni_(film)"
"http://dbpedia.org/resource/Prakash_Raj","Prakash Raj","1965-3-26","male","http://dbpedia.org/resource/Dhoni_(film)"
"http://dbpedia.org/resource/Robert_Wilder_(novelist)","Robert Wilder","1901-1-25","male","http://dbpedia.org/resource/The_Big_Country"
"http://dbpedia.org/resource/Ruth_Ford_(actress)","Ruth Ford","1911-7-7","female","http://dbpedia.org/resource/Sanctuary_(1961_film)"
"http://dbpedia.org/resource/Harry_Ruby","Harry Ruby",1895-01-27,"male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Harry_Ruby","Harry Ruby","1895-1-27","male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Adolfo_Alix_Jr.","Adolfo Alix Jr.",1978-10-17,"male","http://dbpedia.org/resource/Adela_(2008_film)"
"http://dbpedia.org/resource/Adolfo_Alix_Jr.","Adolfo Alix, Jr.",1978-10-17,"male","http://dbpedia.org/resource/Adela_(2008_film)"
"http://dbpedia.org/resource/Alfred_Shaughnessy","Alfred Shaughnessy",1916-05-19,"male","http://dbpedia.org/resource/Brandy_for_the_Parson"
"http://dbpedia.org/resource/Alfred_Shaughnessy","Alfred Shaughnessy","1916-5-19","male","http://dbpedia.org/resource/Brandy_for_the_Parson"
"http://dbpedia.org/resource/David_Sheffield","David Sheffield","1948-1-1","male","http://dbpedia.org/resource/Coming_to_America"
"http://dbpedia.org/resource/Eduardo_Mignogna","Eduardo Mignogna",1940-08-17,"male","http://dbpedia.org/resource/Adela_(2000_film)"
"http://dbpedia.org/resource/Eduardo_Mignogna","Eduardo Mignogna","1940-8-17","male","http://dbpedia.org/resource/Adela_(2000_film)"
"http://dbpedia.org/resource/Jerome_Cady","Jerome Cady","1903-8-15","male","http://dbpedia.org/resource/Laddie_(1940_film)"
"http://dbpedia.org/resource/Rikki_Beadle-Blair","Rikki Beadle-Blair","1961-7-1","male","http://dbpedia.org/resource/Blackbird_(2014_film)"
"http://dbpedia.org/resource/Dennis_Kelly","Dennis Kelly",1969-11-16,"male","http://dbpedia.org/resource/Black_Sea_(film)"
"http://dbpedia.org/resource/Dennis_Kelly","Dennis Kelly",1970-11-16,"male","http://dbpedia.org/resource/Black_Sea_(film)"
"http://dbpedia.org/resource/Otar_Iosseliani","Otar Ioseliani",1934-02-02,"male","http://dbpedia.org/resource/April_(1961_film)"
"http://dbpedia.org/resource/Otar_Iosseliani","Otar Ioseliani","1934-2-2","male","http://dbpedia.org/resource/April_(1961_film)"
"http://dbpedia.org/resource/Otar_Iosseliani","Otar Iosseliani",1934-02-02,"male","http://dbpedia.org/resource/April_(1961_film)"
"http://dbpedia.org/resource/Otar_Iosseliani","Otar Iosseliani","1934-2-2","male","http://dbpedia.org/resource/April_(1961_film)"
"http://dbpedia.org/resource/Otar_Iosseliani","ოთარ იოსელიანი",1934-02-02,"male","http://dbpedia.org/resource/April_(1961_film)"
"http://dbpedia.org/resource/Otar_Iosseliani","ოთარ იოსელიანი","1934-2-2","male","http://dbpedia.org/resource/April_(1961_film)"
"http://dbpedia.org/resource/Patrick_Massett","Patrick Massett",1962-03-06,"male","http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider"
"http://dbpedia.org/resource/Patrick_Massett","Patrick Massett","1962-3-6","male","http://dbpedia.org/resource/Lara_Croft:_Tomb_Raider"
"http://dbpedia.org/resource/Karl_Anton","Karl Anton",1898-10-25,"male","http://dbpedia.org/resource/Barry_(1949_film)"
"http://dbpedia.org/resource/Kaizo_Hayashi","Kaizo Hayashi",1957-07-15,"male","http://dbpedia.org/resource/Tokyo:_The_Last_War"
"http://dbpedia.org/resource/Kaizo_Hayashi","Kaizo Hayashi","1957-7-15","male","http://dbpedia.org/resource/Tokyo:_The_Last_War"
"http://dbpedia.org/resource/Akira_Kurosawa","Akira Kurosawa",1910-03-23,"male","http://dbpedia.org/resource/Tora!_Tora!_Tora!"
"http://dbpedia.org/resource/Akira_Kurosawa","Akira Kurosawa","1910-3-23","male","http://dbpedia.org/resource/Tora!_Tora!_Tora!"
"http://dbpedia.org/resource/Anton_Chekhov","Anton Chekhov",1860-01-29,"male","http://dbpedia.org/resource/The_Grasshopper_(1955_film)"
"http://dbpedia.org/resource/Anton_Chekhov","Anton Chekhov","1860-1-17","male","http://dbpedia.org/resource/The_Grasshopper_(1955_film)"
"http://dbpedia.org/resource/Cecil_B._DeMille","Cecil B. DeMille",1881-08-12,"male","http://dbpedia.org/resource/Temptation_(1915_film)"
"http://dbpedia.org/resource/Cecil_B._DeMille","Cecil B. DeMille","1881-8-12","male","http://dbpedia.org/resource/Temptation_(1915_film)"
"http://dbpedia.org/resource/François_Truffaut","François Truffaut",1932-02-06,"male","http://dbpedia.org/resource/Day_for_Night_(film)"
"http://dbpedia.org/resource/François_Truffaut","François Truffaut","1932-2-6","male","http://dbpedia.org/resource/Day_for_Night_(film)"
"http://dbpedia.org/resource/Fritz_Lang","Fritz Lang",1890-12-05,"male","http://dbpedia.org/resource/Metropolis_(1927_film)"
"http://dbpedia.org/resource/Fritz_Lang","Fritz Lang","1890-12-5","male","http://dbpedia.org/resource/Metropolis_(1927_film)"
"http://dbpedia.org/resource/George_Lucas","George Lucas",1944-05-14,"male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/George_Lucas","George Lucas","1944-5-14","male","http://dbpedia.org/resource/Return_of_the_Jedi"
"http://dbpedia.org/resource/George_Lucas","George Lucas",1944-05-14,"male","http://dbpedia.org/resource/Star_Wars:_Episode_I_–_The_Phantom_Menace"
"http://dbpedia.org/resource/George_Lucas","George Lucas","1944-5-14","male","http://dbpedia.org/resource/Star_Wars:_Episode_I_–_The_Phantom_Menace"
"http://dbpedia.org/resource/George_Lucas","George Lucas",1944-05-14,"male","http://dbpedia.org/resource/Star_Wars:_Episode_I_–_The_Phantom_Menace"
"http://dbpedia.org/resource/George_Lucas","George Lucas","1944-5-14","male","http://dbpedia.org/resource/Star_Wars:_Episode_I_–_The_Phantom_Menace"
"http://dbpedia.org/resource/George_Lucas","George Lucas",1944-05-14,"male","http://dbpedia.org/resource/Star_Wars_(film)"
"http://dbpedia.org/resource/George_Lucas","George Lucas","1944-5-14","male","http://dbpedia.org/resource/Star_Wars_(film)"
"http://dbpedia.org/resource/George_Lucas","George Lucas",1944-05-14,"male","http://dbpedia.org/resource/THX_1138"
"http://dbpedia.org/resource/George_Lucas","George Lucas","1944-5-14","male","http://dbpedia.org/resource/THX_1138"
"http://dbpedia.org/resource/George_S._Kaufman","George S. Kaufman",1889-11-16,"male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen",1805-04-02,"male","http://dbpedia.org/resource/Snow_Queen_(2002_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen","1805-4-2","male","http://dbpedia.org/resource/Snow_Queen_(2002_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen",1805-04-02,"male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen","1805-4-2","male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen",1805-04-02,"male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen","1805-4-2","male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen",1805-04-02,"male","http://dbpedia.org/resource/The_Snow_Queen_(1986_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen","1805-4-2","male","http://dbpedia.org/resource/The_Snow_Queen_(1986_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen",1805-04-02,"male","http://dbpedia.org/resource/The_Snow_Queen_(2005_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen","1805-4-2","male","http://dbpedia.org/resource/The_Snow_Queen_(2005_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen",1805-04-02,"male","http://dbpedia.org/resource/The_Snow_Queen_(2012_film)"
"http://dbpedia.org/resource/Hans_Christian_Andersen","Hans Christian Andersen","1805-4-2","male","http://dbpedia.org/resource/The_Snow_Queen_(2012_film)"
"http://dbpedia.org/resource/Ingmar_Bergman","Ingmar Bergman",1918-07-14,"male","http://dbpedia.org/resource/Wild_Strawberries_(film)"
"http://dbpedia.org/resource/Ingmar_Bergman","Ingmar Bergman","1918-7-14","male","http://dbpedia.org/resource/Wild_Strawberries_(film)"
"http://dbpedia.org/resource/James_Cameron","James Cameron",1954-08-16,"male","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/James_Cameron","James Cameron","1954-8-16","male","http://dbpedia.org/resource/Titanic_(1997_film)"
"http://dbpedia.org/resource/James_Cameron","James Cameron",1954-08-16,"male","http://dbpedia.org/resource/Piranha_II:_The_Spawning"
"http://dbpedia.org/resource/James_Cameron","James Cameron","1954-8-16","male","http://dbpedia.org/resource/Piranha_II:_The_Spawning"
"http://dbpedia.org/resource/John_Sayles","John Sayles",1950-09-28,"male","http://dbpedia.org/resource/Piranha_(1978_film)"
"http://dbpedia.org/resource/John_Sayles","John Sayles","1950-9-28","male","http://dbpedia.org/resource/Piranha_(1978_film)"
"http://dbpedia.org/resource/John_Sayles","John Sayles",1950-09-28,"male","http://dbpedia.org/resource/Alligator_(film)"
"http://dbpedia.org/resource/John_Sayles","John Sayles","1950-9-28","male","http://dbpedia.org/resource/Alligator_(film)"
"http://dbpedia.org/resource/Marcel_Achard","Marcel Achard","1899-7-5","male","http://dbpedia.org/resource/Orage_(film)"
"http://dbpedia.org/resource/Peter_Carey_(novelist)","Peter Carey",1943-05-07,"male","http://dbpedia.org/resource/Until_the_End_of_the_World"
"http://dbpedia.org/resource/Peter_Carey_(novelist)","Peter Carey","1943-5-7","male","http://dbpedia.org/resource/Until_the_End_of_the_World"
