"w","writer","bdate","sexo","f"
"http://dbpedia.org/resource/Jindřich_Polák","Jindřich Polák",1925-05-05,"male","http://dbpedia.org/resource/Tomorrow_I'll_Wake_Up_and_Scald_Myself_with_Tea"
"http://dbpedia.org/resource/Jindřich_Polák","Jindřich Polák","1925-5-5","male","http://dbpedia.org/resource/Tomorrow_I'll_Wake_Up_and_Scald_Myself_with_Tea"
"http://dbpedia.org/resource/Miroslav_Cikán","Miroslav Cikán","1896-2-11","male","http://dbpedia.org/resource/The_Heroic_Captain_Korkorán"
"http://dbpedia.org/resource/Jan_Procházka_(writer)","Jan Procházka","1929-2-4","male","http://dbpedia.org/resource/Maratón_(film)"
"http://dbpedia.org/resource/Jan_Procházka_(writer)","Jan Procházka","1929-2-4","male","http://dbpedia.org/resource/Slasti_Otce_vlasti"
"http://dbpedia.org/resource/Jerzy_Waldorff","Jerzy Waldorff",1910-05-04,"male","http://dbpedia.org/resource/Warsaw_Premiere"
"http://dbpedia.org/resource/Jerzy_Waldorff","Jerzy Waldorff","1910-5-4","male","http://dbpedia.org/resource/Warsaw_Premiere"
"http://dbpedia.org/resource/Jerzy_Waldorff","Jerzy Waldorff–Preyss",1910-05-04,"male","http://dbpedia.org/resource/Warsaw_Premiere"
"http://dbpedia.org/resource/Jerzy_Waldorff","Jerzy Waldorff–Preyss","1910-5-4","male","http://dbpedia.org/resource/Warsaw_Premiere"
"http://dbpedia.org/resource/Will_Ahern","Will Ahern",1896-10-09,"male","http://dbpedia.org/resource/One_Year_Later_(film)"
"http://dbpedia.org/resource/Will_Ahern","Will Ahern","1896-10-9","male","http://dbpedia.org/resource/One_Year_Later_(film)"
"http://dbpedia.org/resource/Ferdynand_Goetel","Ferdynand Goetel",1890-05-15,"male","http://dbpedia.org/resource/Pan_Tadeusz_(1928_film)"
"http://dbpedia.org/resource/Ferdynand_Goetel","Ferdynand Goetel","1890-5-15","male","http://dbpedia.org/resource/Pan_Tadeusz_(1928_film)"
"http://dbpedia.org/resource/George_Dewhurst","George Dewhurst","1889-0-0","male","http://dbpedia.org/resource/The_Narrow_Valley"
"http://dbpedia.org/resource/Arthur_Shirley","Arthur Shirley",1886-08-31,"male","http://dbpedia.org/resource/What_Money_Can_Buy"
"http://dbpedia.org/resource/Arthur_Shirley","Arthur Shirley","1886-8-31","male","http://dbpedia.org/resource/What_Money_Can_Buy"
"http://dbpedia.org/resource/Edward_Dryhurst","Edward Dryhurst","1904-1-1","male","http://dbpedia.org/resource/This_Was_Paris"
"http://dbpedia.org/resource/Josip_Vujčić","Josip Vujčić",1980-04-28,"male","http://dbpedia.org/resource/Where_the_Penguins_Fly"
"http://dbpedia.org/resource/Josip_Vujčić","Josip Vujčić","1980-4-28","male","http://dbpedia.org/resource/Where_the_Penguins_Fly"
"http://dbpedia.org/resource/Jan_Rybkowski","Jan Rybkowski",1912-04-04,"male","http://dbpedia.org/resource/The_Peasants_(film)"
"http://dbpedia.org/resource/Jan_Rybkowski","Jan Rybkowski","1912-4-4","male","http://dbpedia.org/resource/The_Peasants_(film)"
"http://dbpedia.org/resource/Jan_Rybkowski","Jan Rybkowski",1912-04-04,"male","http://dbpedia.org/resource/Warsaw_Premiere"
"http://dbpedia.org/resource/Jan_Rybkowski","Jan Rybkowski","1912-4-4","male","http://dbpedia.org/resource/Warsaw_Premiere"
"http://dbpedia.org/resource/Marjorie_Deans","Marjorie Deans",1901-12-01,"female","http://dbpedia.org/resource/The_Great_Defender"
"http://dbpedia.org/resource/Marjorie_Deans","Marjorie Deans","1901-12-1","female","http://dbpedia.org/resource/The_Great_Defender"
"http://dbpedia.org/resource/Victor_Kendall","Victor Kendall","1903-0-0","male","http://dbpedia.org/resource/Night_Birds_(film)"
"http://dbpedia.org/resource/Panuganti_Lakshminarasimha_Rao","Panuganti Lakshminarasimha Rao","1865-11-2","male","http://dbpedia.org/resource/Paduka_Pattabhishekam"
"http://dbpedia.org/resource/Panuganti_Lakshminarasimha_Rao","Panuganti Lakshminarasimha Rao","1865-11-2","male","http://dbpedia.org/resource/Paduka_Pattabhishekam"
"http://dbpedia.org/resource/Panuganti_Lakshminarasimha_Rao","Panuganti Lakshminarasimha Rao","1865-11-2","male","http://dbpedia.org/resource/Paduka_Pattabhishekam"
"http://dbpedia.org/resource/Adrian_Brunel","Adrian Brunel",1892-09-04,"male","http://dbpedia.org/resource/The_Man_Without_Desire"
"http://dbpedia.org/resource/Adrian_Brunel","Adrian Brunel","1892-9-4","male","http://dbpedia.org/resource/The_Man_Without_Desire"
"http://dbpedia.org/resource/Harry_Nilsson","Harry Nilsson",1941-06-15,"male","http://dbpedia.org/resource/The_Telephone_(film)"
"http://dbpedia.org/resource/Harry_Nilsson","Harry Nilsson","1941-6-15","male","http://dbpedia.org/resource/The_Telephone_(film)"
"http://dbpedia.org/resource/Montagu_Slater","Montagu Slater",1902-09-23,"male","http://dbpedia.org/resource/Out_of_True_(film)"
"http://dbpedia.org/resource/Montagu_Slater","Montagu Slater","1902-9-23","male","http://dbpedia.org/resource/Out_of_True_(film)"
"http://dbpedia.org/resource/Antun_Nalis","Antun Nalis","1911-2-9","male","http://dbpedia.org/resource/The_Jubilee_of_Mr_Ikel"
"http://dbpedia.org/resource/Carlo_Vanzina","Carlo Vanzina","1951-3-13","male","http://dbpedia.org/resource/Vacanze_di_Natale"
"http://dbpedia.org/resource/Jerome_Jackson_(producer)","Jerome Jackson","1898-1-1","male","http://dbpedia.org/resource/Rynox"
"http://dbpedia.org/resource/John_Gilling","John Gilling",1912-05-29,"male","http://dbpedia.org/resource/The_Lost_Hours"
"http://dbpedia.org/resource/John_Gilling","John Gilling","1912-5-29","male","http://dbpedia.org/resource/The_Lost_Hours"
"http://dbpedia.org/resource/John_Gilling","John Gilling",1912-05-29,"male","http://dbpedia.org/resource/The_Voice_of_Merrill"
"http://dbpedia.org/resource/John_Gilling","John Gilling","1912-5-29","male","http://dbpedia.org/resource/The_Voice_of_Merrill"
"http://dbpedia.org/resource/John_Gilling","John Gilling",1912-05-29,"male","http://dbpedia.org/resource/Whispering_Smith_Hits_London"
"http://dbpedia.org/resource/John_Gilling","John Gilling","1912-5-29","male","http://dbpedia.org/resource/Whispering_Smith_Hits_London"
"http://dbpedia.org/resource/Matjaž_Klopčič","Matjaž Klopčič",1934-12-04,"male","http://dbpedia.org/resource/The_Widowhood_of_Karolina_Žašler"
"http://dbpedia.org/resource/Matjaž_Klopčič","Matjaž Klopčič","1934-12-4","male","http://dbpedia.org/resource/The_Widowhood_of_Karolina_Žašler"
"http://dbpedia.org/resource/Philip_MacDonald","Philip MacDonald","1900-11-5","male","http://dbpedia.org/resource/Rynox"
"http://dbpedia.org/resource/Philip_MacDonald","Philip MacDonald","1900-11-5","male","http://dbpedia.org/resource/The_Star_Reporter"
"http://dbpedia.org/resource/Shane_Smith_(journalist)","Shane Smith",1969-09-28,"male","http://dbpedia.org/resource/White_Lightnin'"
"http://dbpedia.org/resource/Shane_Smith_(journalist)","Shane Smith","1970-0-0","male","http://dbpedia.org/resource/White_Lightnin'"
"http://dbpedia.org/resource/Stanisław_Różewicz","Stanisław Różewicz",1924-08-16,"male","http://dbpedia.org/resource/Warsaw_Premiere"
"http://dbpedia.org/resource/Stanisław_Różewicz","Stanisław Różewicz","1924-8-16","male","http://dbpedia.org/resource/Warsaw_Premiere"
"http://dbpedia.org/resource/Vladimir_Pozner","Vladimir Solomonovich Pozner","1905-1-5","male","http://dbpedia.org/resource/The_Conspirators"
"http://dbpedia.org/resource/Aldo_De_Benedetti","Aldo De Benedetti",1892-08-13,"male","http://dbpedia.org/resource/Mr._Desire"
"http://dbpedia.org/resource/Aldo_De_Benedetti","Aldo De Benedetti","1892-8-13","male","http://dbpedia.org/resource/Mr._Desire"
"http://dbpedia.org/resource/Aldo_De_Benedetti","Aldo De Benedetti",1892-08-13,"male","http://dbpedia.org/resource/Red_Roses_(1940_film)"
"http://dbpedia.org/resource/Aldo_De_Benedetti","Aldo De Benedetti","1892-8-13","male","http://dbpedia.org/resource/Red_Roses_(1940_film)"
"http://dbpedia.org/resource/Lukas_Nola","Lukas Nola",1964-03-31,"male","http://dbpedia.org/resource/Russian_Meat"
"http://dbpedia.org/resource/Lukas_Nola","Lukas Nola","1964-3-31","male","http://dbpedia.org/resource/Russian_Meat"
"http://dbpedia.org/resource/M._M._Musselman","M. M. Musselman","1899-2-19","male","http://dbpedia.org/resource/The_Three_Musketeers_(1939_film)"
"http://dbpedia.org/resource/Victor_Saville","Victor Saville",1895-09-25,"male","http://dbpedia.org/resource/Mademoiselle_from_Armentieres_(film)"
"http://dbpedia.org/resource/Victor_Saville","Victor Saville","1895-9-25","male","http://dbpedia.org/resource/Mademoiselle_from_Armentieres_(film)"
"http://dbpedia.org/resource/William_A._Drake","William A. Drake","1899-12-9","male","http://dbpedia.org/resource/The_Three_Musketeers_(1939_film)"
"http://dbpedia.org/resource/F._Hugh_Herbert","F. Hugh Herbert",1897-05-29,"male","http://dbpedia.org/resource/One_Year_Later_(film)"
"http://dbpedia.org/resource/F._Hugh_Herbert","F. Hugh Herbert","1897-5-29","male","http://dbpedia.org/resource/One_Year_Later_(film)"
"http://dbpedia.org/resource/Michael_Blankfort","Michael Blankfort",1907-12-10,"male","http://dbpedia.org/resource/Lydia_Bailey"
"http://dbpedia.org/resource/Kim_Fupz_Aakeson","Kim Fupz Aakeson",1958-09-12,"male","http://dbpedia.org/resource/Second_Half"
"http://dbpedia.org/resource/Kim_Fupz_Aakeson","Kim Fupz Aakeson","1958-9-12","male","http://dbpedia.org/resource/Second_Half"
"http://dbpedia.org/resource/Alberto_Sordi","Alberto Sordi",1920-06-15,"male","http://dbpedia.org/resource/Nero's_Weekend"
"http://dbpedia.org/resource/Alberto_Sordi","Alberto Sordi","1920-6-15","male","http://dbpedia.org/resource/Nero's_Weekend"
"http://dbpedia.org/resource/Alberto_Sordi","Alberto Sordi",1920-06-15,"male","http://dbpedia.org/resource/Nero's_Weekend"
"http://dbpedia.org/resource/Alberto_Sordi","Alberto Sordi","1920-6-15","male","http://dbpedia.org/resource/Nero's_Weekend"
"http://dbpedia.org/resource/Guy_Maddin","Guy Maddin",1956-02-28,"male","http://dbpedia.org/resource/Night_Mayor"
"http://dbpedia.org/resource/Guy_Maddin","Guy Maddin","1956-2-28","male","http://dbpedia.org/resource/Night_Mayor"
"http://dbpedia.org/resource/Nedumudi_Venu","Nedumudi Venu",1948-05-22,"male","http://dbpedia.org/resource/Pandu_Pandoru_Rajakumari"
"http://dbpedia.org/resource/Nedumudi_Venu","Nedumudi Venu","1948-5-22","male","http://dbpedia.org/resource/Pandu_Pandoru_Rajakumari"
"http://dbpedia.org/resource/Peter_Brook","Peter Brook",1925-03-21,"male","http://dbpedia.org/resource/Meetings_with_Remarkable_Men_(film)"
"http://dbpedia.org/resource/Peter_Brook","Peter Brook","1925-3-21","male","http://dbpedia.org/resource/Meetings_with_Remarkable_Men_(film)"
"http://dbpedia.org/resource/Peter_O'Donnell","Peter O'Donnell","1920-4-11","male","http://dbpedia.org/resource/The_Vengeance_of_She"
"http://dbpedia.org/resource/Terry_Southern","Terry Southern","1924-5-1","male","http://dbpedia.org/resource/The_Telephone_(film)"
"http://dbpedia.org/resource/Wilbur_Smith","Wilbur Smith",1933-01-09,"male","http://dbpedia.org/resource/The_Last_Lion"
"http://dbpedia.org/resource/Wilbur_Smith","Wilbur Smith","1933-1-9","male","http://dbpedia.org/resource/The_Last_Lion"
"http://dbpedia.org/resource/Dubravka_Ugrešić","Dubravka Ugrešić",1949-03-27,"female","http://dbpedia.org/resource/Three_for_Happiness"
"http://dbpedia.org/resource/Dubravka_Ugrešić","Dubravka Ugrešić","1949-3-27","female","http://dbpedia.org/resource/Three_for_Happiness"
"http://dbpedia.org/resource/Kazimierz_Kutz","Kazimierz Kutz",1929-02-16,"male","http://dbpedia.org/resource/Salt_of_the_Black_Earth"
"http://dbpedia.org/resource/Kazimierz_Kutz","Kazimierz Kutz","1929-2-16","male","http://dbpedia.org/resource/Salt_of_the_Black_Earth"
"http://dbpedia.org/resource/Lino_Brocka","Lino Brocka",1939-04-03,"male","http://dbpedia.org/resource/Tubog_sa_Ginto"
"http://dbpedia.org/resource/Lino_Brocka","Lino Brocka","1939-4-3","male","http://dbpedia.org/resource/Tubog_sa_Ginto"
"http://dbpedia.org/resource/Adam_Mickiewicz","Adam Mickiewicz",1798-12-24,"male","http://dbpedia.org/resource/Pan_Tadeusz_(1928_film)"
"http://dbpedia.org/resource/Alexandre_Dumas,_fils","Alexandre Dumas, fils","1824-7-27","male","http://dbpedia.org/resource/The_Clemenceau_Affair"
"http://dbpedia.org/resource/Earl_Derr_Biggers","Earl Derr Biggers",1884-08-26,"male","http://dbpedia.org/resource/The_Chinese_Ring"
"http://dbpedia.org/resource/Earl_Derr_Biggers","Earl Derr Biggers","1884-8-24","male","http://dbpedia.org/resource/The_Chinese_Ring"
"http://dbpedia.org/resource/George_Gurdjieff","George Gurdjieff","1866-1-13","male","http://dbpedia.org/resource/Meetings_with_Remarkable_Men_(film)"
"http://dbpedia.org/resource/John_Betjeman","John Betjeman",1906-08-28,"male","http://dbpedia.org/resource/Summoned_by_Bells_(film)"
"http://dbpedia.org/resource/John_Betjeman","John Betjeman","1906-8-28","male","http://dbpedia.org/resource/Summoned_by_Bells_(film)"
"http://dbpedia.org/resource/John_Betjeman","Sir John Betjeman",1906-08-28,"male","http://dbpedia.org/resource/Summoned_by_Bells_(film)"
"http://dbpedia.org/resource/John_Betjeman","Sir John Betjeman","1906-8-28","male","http://dbpedia.org/resource/Summoned_by_Bells_(film)"
"http://dbpedia.org/resource/Nikolai_Gogol","Nikolai Gogol",1809-03-31,"male","http://dbpedia.org/resource/Revizor_(film)"
"http://dbpedia.org/resource/Nikolai_Gogol","Nikolai Gogol","1809-3-19","male","http://dbpedia.org/resource/Revizor_(film)"
"http://dbpedia.org/resource/Nikolai_Gogol","Nikolai Gogol",1809-03-31,"male","http://dbpedia.org/resource/The_Night_Before_Christmas_(1961_film)"
"http://dbpedia.org/resource/Nikolai_Gogol","Nikolai Gogol","1809-3-19","male","http://dbpedia.org/resource/The_Night_Before_Christmas_(1961_film)"
"http://dbpedia.org/resource/Nikolai_Gogol","Nikolai Gogol",1809-03-31,"male","http://dbpedia.org/resource/The_Night_Before_Christmas_(1961_film)"
"http://dbpedia.org/resource/Nikolai_Gogol","Nikolai Gogol","1809-3-19","male","http://dbpedia.org/resource/The_Night_Before_Christmas_(1961_film)"
"http://dbpedia.org/resource/Jan_Švankmajer","Jan Švankmajer",1934-09-04,"male","http://dbpedia.org/resource/Surviving_Life"
"http://dbpedia.org/resource/Jan_Švankmajer","Jan Švankmajer","1934-9-4","male","http://dbpedia.org/resource/Surviving_Life"
"http://dbpedia.org/resource/Marcel_Aymé","Marcel Aymé","1902-3-29","male","http://dbpedia.org/resource/Mr._Peek-a-Boo"
"http://dbpedia.org/resource/Devery_Freeman","Devery Freeman","1913-2-18","male","http://dbpedia.org/resource/Tell_It_to_the_Judge"
"http://dbpedia.org/resource/Ferruccio_Biancini","Ferruccio Biancini",1890-08-18,"male","http://dbpedia.org/resource/The_Song_of_the_Sun"
"http://dbpedia.org/resource/Ferruccio_Biancini","Ferruccio Biancini","1890-8-18","male","http://dbpedia.org/resource/The_Song_of_the_Sun"
"http://dbpedia.org/resource/Jiří_Krejčík","Jiří Krejčík",1918-06-26,"male","http://dbpedia.org/resource/The_Tricky_Game_of_Love"
"http://dbpedia.org/resource/Jiří_Krejčík","Jiří Krejčík","1918-6-26","male","http://dbpedia.org/resource/The_Tricky_Game_of_Love"
"http://dbpedia.org/resource/Norman_Hudis","Norman Hudis","1923-7-27","male","http://dbpedia.org/resource/West_of_Suez"
"http://dbpedia.org/resource/Obrad_Gluščević","Obrad Gluščević",1913-01-17,"male","http://dbpedia.org/resource/Vuk_samotnjak_(film)"
"http://dbpedia.org/resource/Obrad_Gluščević","Obrad Gluščević","1913-1-17","male","http://dbpedia.org/resource/Vuk_samotnjak_(film)"
"http://dbpedia.org/resource/Otakar_Vávra","Otakar Vávra",1911-02-28,"male","http://dbpedia.org/resource/Morality_Above_All_Else"
"http://dbpedia.org/resource/Otakar_Vávra","Otakar Vávra","1911-2-28","male","http://dbpedia.org/resource/Morality_Above_All_Else"
"http://dbpedia.org/resource/Otakar_Vávra","Otakar Vávra",1911-02-28,"male","http://dbpedia.org/resource/Občan_Brych"
"http://dbpedia.org/resource/Otakar_Vávra","Otakar Vávra","1911-2-28","male","http://dbpedia.org/resource/Občan_Brych"
"http://dbpedia.org/resource/Otakar_Vávra","Otakar Vávra",1911-02-28,"male","http://dbpedia.org/resource/Rozina,_the_Love_Child"
"http://dbpedia.org/resource/Otakar_Vávra","Otakar Vávra","1911-2-28","male","http://dbpedia.org/resource/Rozina,_the_Love_Child"
"http://dbpedia.org/resource/Slavko_Goldstein","Slavko Goldstein",1928-08-22,"male","http://dbpedia.org/resource/Operation_Stadium"
"http://dbpedia.org/resource/Slavko_Goldstein","Slavko Goldstein","1928-8-22","male","http://dbpedia.org/resource/Operation_Stadium"
"http://dbpedia.org/resource/Alan_Melville","Alan Melville",1910-05-19,"male","http://dbpedia.org/resource/Simon_and_Laura"
"http://dbpedia.org/resource/Alan_Melville","Alan Melville","1910-5-19","male","http://dbpedia.org/resource/Simon_and_Laura"
"http://dbpedia.org/resource/André_Hunebelle","André Hunebelle","1896-9-1","male","http://dbpedia.org/resource/OSS_117_Mission_for_a_Killer"
"http://dbpedia.org/resource/André_Hunebelle","André Hunebelle","1896-9-1","male","http://dbpedia.org/resource/Shadow_of_Evil"
"http://dbpedia.org/resource/Anthony_Coldeway","Anthony Coldeway",1887-08-01,"male","http://dbpedia.org/resource/When_Were_You_Born"
"http://dbpedia.org/resource/Anthony_Coldeway","Anthony Coldeway","1887-8-1","male","http://dbpedia.org/resource/When_Were_You_Born"
"http://dbpedia.org/resource/Judd_Bernard","Judd Bernard","1927-6-20","male","http://dbpedia.org/resource/The_Class_of_Miss_MacMichael"
"http://dbpedia.org/resource/Kader_Khan","Kader Khan",1937-10-22,"male","http://dbpedia.org/resource/Maqsad"
"http://dbpedia.org/resource/Ralph_Smart","Ralph Smart",1908-08-27,"male","http://dbpedia.org/resource/The_Star_Reporter"
"http://dbpedia.org/resource/Ralph_Smart","Ralph Smart","1908-1-1","male","http://dbpedia.org/resource/The_Star_Reporter"
"http://dbpedia.org/resource/Vicente_Leñero","Vicente Leñero","1933-6-9","male","http://dbpedia.org/resource/The_Bricklayers"
"http://dbpedia.org/resource/Anthony_Kimmins","Anthony Kimmins",1901-11-10,"male","http://dbpedia.org/resource/Who's_Your_Lady_Friend%3F"
"http://dbpedia.org/resource/Anthony_Kimmins","Anthony Martin Kimmins",1901-11-10,"male","http://dbpedia.org/resource/Who's_Your_Lady_Friend%3F"
"http://dbpedia.org/resource/Luana_Anders","Luana Anders",1938-05-12,"female","http://dbpedia.org/resource/Limit_Up_(film)"
"http://dbpedia.org/resource/Luana_Anders","Luana Anders","1938-5-12","female","http://dbpedia.org/resource/Limit_Up_(film)"
"http://dbpedia.org/resource/Zikmund_Winter","Zikmund Winter",1846-12-27,"male","http://dbpedia.org/resource/Rozina,_the_Love_Child"
"http://dbpedia.org/resource/Abby_Mann","Abby Mann",1927-12-01,"male","http://dbpedia.org/resource/The_Condemned_of_Altona_(film)"
"http://dbpedia.org/resource/Abby_Mann","Abby Mann","1927-12-1","male","http://dbpedia.org/resource/The_Condemned_of_Altona_(film)"
"http://dbpedia.org/resource/Alfred_Adam","Alfred Adam",1908-04-04,"male","http://dbpedia.org/resource/Sylvie_et_le_fantôme"
"http://dbpedia.org/resource/Alfred_Adam","Alfred Adam","1908-4-4","male","http://dbpedia.org/resource/Sylvie_et_le_fantôme"
"http://dbpedia.org/resource/Andrew_L._Stone","Andrew L. Stone",1902-07-16,"male","http://dbpedia.org/resource/Never_Put_It_in_Writing"
"http://dbpedia.org/resource/Andrew_L._Stone","Andrew L. Stone","1902-7-16","male","http://dbpedia.org/resource/Never_Put_It_in_Writing"
"http://dbpedia.org/resource/Compton_Bennett","Compton Bennett","1900-1-15","male","http://dbpedia.org/resource/That_Woman_Opposite"
"http://dbpedia.org/resource/Frank_Powell","Frank Powell","1886-1-1","male","http://dbpedia.org/resource/The_Man_Without_Desire"
"http://dbpedia.org/resource/Justin_Cartwright","Justin Cartwright","1945-1-1","male","http://dbpedia.org/resource/Rosie_Dixon_–_Night_Nurse"
"http://dbpedia.org/resource/Luther_Davis","Luther Davis","1916-8-29","male","http://dbpedia.org/resource/The_Gift_of_Love"
"http://dbpedia.org/resource/Miguel_Littín","Miguel Littín",1942-08-09,"male","http://dbpedia.org/resource/The_Widow_of_Montiel"
"http://dbpedia.org/resource/Miguel_Littín","Miguel Littín","1942-8-9","male","http://dbpedia.org/resource/The_Widow_of_Montiel"
"http://dbpedia.org/resource/Norman_Krasna","Norman Krasna",1909-11-07,"male","http://dbpedia.org/resource/So_This_Is_Africa"
"http://dbpedia.org/resource/Norman_Krasna","Norman Krasna","1909-11-7","male","http://dbpedia.org/resource/So_This_Is_Africa"
"http://dbpedia.org/resource/Rauni_Mollberg","Rauni Mollberg",1929-04-15,"male","http://dbpedia.org/resource/Milka_–_A_Film_About_Taboos"
"http://dbpedia.org/resource/Rauni_Mollberg","Rauni Mollberg","1929-4-15","male","http://dbpedia.org/resource/Milka_–_A_Film_About_Taboos"
"http://dbpedia.org/resource/Stephen_Wallace","Stephen Wallace",1943-12-23,"male","http://dbpedia.org/resource/The_Boy_Who_Had_Everything"
"http://dbpedia.org/resource/Věra_Chytilová","Věra Chytilová",1929-02-02,"female","http://dbpedia.org/resource/The_Very_Late_Afternoon_of_a_Faun"
"http://dbpedia.org/resource/Věra_Chytilová","Věra Chytilová","1929-2-2","female","http://dbpedia.org/resource/The_Very_Late_Afternoon_of_a_Faun"
"http://dbpedia.org/resource/Fontaine_Fox","Fontaine Fox","1884-1-1","male","http://dbpedia.org/resource/Mickey's_Eleven"
"http://dbpedia.org/resource/Fontaine_Fox","Fontaine Fox","1884-1-1","male","http://dbpedia.org/resource/Mickey's_Helping_Hand"
"http://dbpedia.org/resource/Fontaine_Fox","Fontaine Fox","1884-1-1","male","http://dbpedia.org/resource/Mickey's_Medicine_Man"
"http://dbpedia.org/resource/Ian_Dalrymple","Ian Dalrymple","1903-8-26","male","http://dbpedia.org/resource/The_Brown_Wallet"
"http://dbpedia.org/resource/John_Dighton","John Dighton","1909-8-12","male","http://dbpedia.org/resource/Sailors_Three"
"http://dbpedia.org/resource/John_Paddy_Carstairs","John Paddy Carstairs","1910-5-11","male","http://dbpedia.org/resource/Nine_till_Six"
"http://dbpedia.org/resource/Edward_Gold","Edward Gold","1936-7-25","male","http://dbpedia.org/resource/Voyage_of_the_Rock_Aliens"
"http://dbpedia.org/resource/Karl_Tunberg","Karl Tunberg",1907-03-11,"male","http://dbpedia.org/resource/Love_That_Brute"
"http://dbpedia.org/resource/Karl_Tunberg","Karl Tunberg","1907-3-11","male","http://dbpedia.org/resource/Love_That_Brute"
"http://dbpedia.org/resource/Peter_Newbrook","Peter Newbrook","1920-6-29","male","http://dbpedia.org/resource/She'll_Follow_You_Anywhere"
"http://dbpedia.org/resource/Krešo_Golik","Krešo Golik",1922-05-20,"male","http://dbpedia.org/resource/The_Blue_9"
"http://dbpedia.org/resource/Krešo_Golik","Krešo Golik","1922-5-20","male","http://dbpedia.org/resource/The_Blue_9"
"http://dbpedia.org/resource/Zdeněk_Troška","Zdeněk Troška","1953-5-18","male","http://dbpedia.org/resource/Slunce,_seno,_erotika"
"http://dbpedia.org/resource/Posani_Krishna_Murali","Posani Krishna Murali","1958-0-0","male","http://dbpedia.org/resource/Operation_Duryodhana_(film)"
"http://dbpedia.org/resource/Daniel_B._Ullman","Daniel B. Ullman",1918-10-18,"male","http://dbpedia.org/resource/The_Gunfight_at_Dodge_City"
"http://dbpedia.org/resource/Laurence_Meynell","Laurence Meynell","1899-8-9","male","http://dbpedia.org/resource/The_House_in_Marsh_Road"
"http://dbpedia.org/resource/Tiffany_Thayer","Tiffany Thayer","1902-3-1","male","http://dbpedia.org/resource/Strangers_of_the_Evening"
"http://dbpedia.org/resource/Frank_Miller_(screenwriter)","Frank Miller","1891-1-1","male","http://dbpedia.org/resource/She_Knew_What_She_Wanted"
"http://dbpedia.org/resource/Gabriel_García_Márquez","Gabriel García Márquez",1927-03-06,"male","http://dbpedia.org/resource/The_Widow_of_Montiel"
"http://dbpedia.org/resource/Gabriel_García_Márquez","Gabriel García Márquez","1927-3-6","male","http://dbpedia.org/resource/The_Widow_of_Montiel"
"http://dbpedia.org/resource/Vijay_Tendulkar","Vijay Tendulkar",1928-01-06,"male","http://dbpedia.org/resource/Samna_(film)"
"http://dbpedia.org/resource/Vijay_Tendulkar","Vijay Tendulkar","1928-1-6","male","http://dbpedia.org/resource/Samna_(film)"
"http://dbpedia.org/resource/Arthur_F._Statter","Arthur F. Statter","1870-0-0","male","http://dbpedia.org/resource/The_Mine_with_the_Iron_Door_(1924_film)"
"http://dbpedia.org/resource/Rodolfo_Sonego","Rodolfo Sonego",1921-02-27,"male","http://dbpedia.org/resource/Nero's_Weekend"
"http://dbpedia.org/resource/Rodolfo_Sonego","Rodolfo Sonego","1921-2-27","male","http://dbpedia.org/resource/Nero's_Weekend"
"http://dbpedia.org/resource/Rodolfo_Sonego","Rodolfo Sonego",1921-02-27,"male","http://dbpedia.org/resource/Nero's_Weekend"
"http://dbpedia.org/resource/Rodolfo_Sonego","Rodolfo Sonego","1921-2-27","male","http://dbpedia.org/resource/Nero's_Weekend"
"http://dbpedia.org/resource/Ester_Krumbachová","Ester Krumbachová",1923-11-12,"female","http://dbpedia.org/resource/The_Very_Late_Afternoon_of_a_Faun"
"http://dbpedia.org/resource/John_Lee_Mahin","John Lee Mahin","1902-8-23","male","http://dbpedia.org/resource/Love_That_Brute"
"http://dbpedia.org/resource/Jerzy_Stefan_Stawiński","Jerzy Stefan Stawiński",1921-07-01,"male","http://dbpedia.org/resource/Pułkownik_Kwiatkowski"
"http://dbpedia.org/resource/Jerzy_Stefan_Stawiński","Jerzy Stefan Stawiński","1921-7-1","male","http://dbpedia.org/resource/Pułkownik_Kwiatkowski"
"http://dbpedia.org/resource/Kothamangalam_Subbu","Kothamangalam Subbu",1910-11-10,"male","http://dbpedia.org/resource/Vanjikottai_Valiban"
"http://dbpedia.org/resource/Tim_Willocks","Tim Willocks",1957-10-27,"male","http://dbpedia.org/resource/Sweet_Angel_Mine"
"http://dbpedia.org/resource/Tim_Willocks","Tim Willocks","1957-0-0","male","http://dbpedia.org/resource/Sweet_Angel_Mine"
"http://dbpedia.org/resource/Tim_Willocks","Timothy Willocks",1957-10-27,"male","http://dbpedia.org/resource/Sweet_Angel_Mine"
"http://dbpedia.org/resource/Tim_Willocks","Timothy Willocks","1957-0-0","male","http://dbpedia.org/resource/Sweet_Angel_Mine"
"http://dbpedia.org/resource/Albert_Spaggiari","Albert Spaggiari",1932-12-14,"male","http://dbpedia.org/resource/Les_Égouts_du_paradis"
"http://dbpedia.org/resource/Albert_Spaggiari","Albert Spaggiari",1932-12-14,"male","http://dbpedia.org/resource/Les_Égouts_du_paradis"
"http://dbpedia.org/resource/Alma_Reville","Alma Reville",1899-08-14,"female","http://dbpedia.org/resource/Nine_till_Six"
"http://dbpedia.org/resource/Alma_Reville","Alma Reville","1899-8-14","female","http://dbpedia.org/resource/Nine_till_Six"
"http://dbpedia.org/resource/Emeric_Pressburger","Emeric Pressburger",1902-12-05,"male","http://dbpedia.org/resource/Miracle_in_Soho"
